card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
38108,MINI SE Hardtop SE SIGNATURE,2023,20000-29999,28995,"5011 Route 33/34 Wall Township, NJ 07727",Y,Y,N,WMW13DJ07P2S70971,Automatic,Automatic,Electric,,Electric,"",4375,mi.,hatchback,Front-wheel Drive,Moonwalk Gray Metallic,Yes,None reported,,Yes,"Just arrived is this all-new, all-electric, FACTORY FRESH, NO-ACCIDENT, ONE-OWNER, NONSMOKER 2023 MINI Hardtop 2 Door Cooper SE Signature! This peppy hatchback boasts a wonderful blend of quickness and fuel efficiency, nimble handling to keep it glued to the road, AND an upscale interior! With its o|…|dometer now reading 4,375, it is STILL COVERED under the balance of the factory BUMPER-TO-BUMPER & POWERTRAIN warranties until June 2026 or 50,000 miles (whichever comes first)! U.S. News offers information: ''Where Can I Charge the 2023 Electric Hardtop? There are about 43,000 public charging stations and 120,000 charging ports in the United States. You can also charge the Mini Electric at home. How Long Does It Take to Charge the 2023 Electric Hardtop? Using a 120-volt household-style power outlet, the Electric Hardtop takes about 24 hours to reach a full charge. A 240-volt power supply cuts this time to eight hours. A Level 2 home charger can deliver a full charge in roughly four hours. With AC public charging, you'll achieve a full charge in about four hours. If you use DC Fast Charging, the Electric Hardtop can get an 80% charge in a Mini-estimated 36 minutes. How Long Will the 2023 Electric Hardtop Battery Last? EV batteries' lifespans vary drastically based on many factors. Mini covers the Electric Hardtop's battery with an eight-year/100,000-mile warranty.'' This all-electric Cooper SE Hardtop 2 Door model is focused on efficiency. It has: Electric motor good for 181 hp and 199 lb-ft of torque 114 miles of range 16-inch wheels The Signature package further adds: Dual-zone climate control Keyless ignition and entry Heated front seats Panoramic moonroof (gas models) Small wins as It comes more than sufficiently equipped with: Mechanical Engine: Electric Drive Unit Transmission: 1-Speed Automatic Transmission with Driver Selectable Mode Front-Wheel Drive 3.07 Axle Ratio 50-Amp/Hr Maintenance-Free Battery with Run Down Protection Gas-Pressurized Shock Absorbe ...",2023-05-04T08:19:20.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
20107793P,Chevrolet Equinox LS,2023,20000-29999,28983,"1700 N Saginaw Rd Midland, MI 48640",Y,Y,N,3GNAXHEG1PL107793,Automatic,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",5945,mi.,suv,Front-wheel Drive,Mosaic Black Metallic,Yes,None reported,,Yes,"CLEAN CARFAX, ONE OWNER CARFAX, Bluetooth for Phone, LS Series!, Rear Folding Seat!, Premium Sound!, Rear Camera!, Low Miles!, Better Then New!, 4D Sport Utility, 1.5L DOHC, 6-Speed Automatic Electronic with Overdrive, FWD, Mosaic Black Metallic, Medium Ash Gray Cloth. CARFAX One-Owner. Clean CARFAX|…|. 2023 Chevrolet Equinox Mosaic Black Metallic LS FWD 6-Speed Automatic Electronic with Overdrive 1.5L DOHC 26/31 City/Highway MPG",2023-05-04T08:16:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H6221,Hyundai Sonata SEL,2023,20000-29999,27695,"9950 Farrow Rd Columbia, SC 29203",Y,Y,N,KMHL64JA3PA268048,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4,2500.0,Gasoline,"",3286,mi.,sedan,Front-wheel Drive,Onyx Black,,None reported,Yes,Yes,"2023 Hyundai Sonata SEL Onyx Black Clean CARFAX. TINTED WINDOWS, FRESH OIL CHANGE, 125 POINT INSPECTED, Dark Gray Cloth. Serving Columbia, West Columbia, Irmo, Lexington, Chapin, Lugoff, Elgin, Sumter, Florence, Blythewood, Camden, Fort Jackson,Cayce, Bishopville, Hartsville, Orangeburg,|…|Gilbert, Clinton, Batesburg, Lamar, and Darlington for your automotive needs. 27/37 City/Highway MPG Thank you so much for choosing Stivers Brothers Automotive Group! Whether you are looking to purchase a new Ford, Chevrolet, Hyundai, Subaru, or a high quality Stivers Used Vehicle we are here for you! We are a different kind of dealership, using today's Live Market Technology to ensure you always receive the best market value. Our vehicles are checked daily to make sure our price compares equipment, miles, color, and Vehicle History report so you always get the best car at the right price daily..",2023-05-04T08:53:14.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U26615M,Subaru Impreza 4DR SDN CVT,2023,20000-29999,25188,"2400 Northern Blvd Greenvale, NY 11548",N,N,N,4S3GKAB6XP3600419,Variable,"",Regular Unleaded H-4 2.0 L/122,2000.0,Gasoline,28–36 mpg,1099,mi.,sedan,All-wheel Drive,Ocean Blue Pearl,No,At least 1 accident or damage reported,,No,"SAME PRICE FOR CASH BUYERS WITH NO DEALER FEES FOR NYS RESIDENTS!!!!! Our Prices Average $1500.00 Below Market Value. Straight Forward Experience Without The Sleazy Tricks. Family Owned & Operated For Over 50 Plus Years. Putting The Cleanest Reliable Vehicles On The Road. Here Is Another Perfect Exa|…|mple. Brand New 2023 Impreza Only Has 1,099 Miles. Still Has The New Car Smell. Why Wait For Your Factory Order? You Can Drive Now. Features Include AWD, Apple Carplay / Android Auto, Rear Camera, & So Much More. Wont Last Long In Inventory, Reserve It Today!!!!!",2023-05-04T08:30:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
7231XR,Chevrolet Trailblazer LT,2023,20000-29999,28488,"1374 US Highway 117 Burgaw, NC 28425",Y,Y,N,KL79MPS22PB035086,Automatic CVT,CVT,1.2L I3 12V GDI DOHC Turbo,1200.0,Gasoline,"",2254,mi.,suv,Front-wheel Drive,Summit White,Yes,None reported,,Yes,"CARFAX One-Owner. This Chevrolet was just traded to us, and is in superb condition inside and out!! It is equipped with, TrailBlazer LT with 2254 miles!! This super clean Chevrolet, Automatic, Power Windows and Locks, Backup Camera, Power Heated Seats with Lumbar, Bluetooth, AUX, USB, Alloy Wheels a|…|nd More!!, Still under Chevrolet factory warranty until 60K miles, and eligible for up to 100K miles warranty!!, Come see this vehicle and many more at Westgate Autogroup in Burgaw!!, Preferred Equipment Group 1LT. Chevrolet Certified Pre-Owned Details:  Warranty Deductible: $0  Roadside Assistance  Transferable Warranty  172 Point Inspection  Powertrain Limited Warranty: 72 Month/100,000 Mile (whichever comes first) from original in-service date  24 months/24,000 miles (whichever comes first) CPO Scheduled Maintenance Plan and 3 days/150 miles (whichever comes first) Vehicle Exchange Program. SiriusXM 3-month trial subscription.  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date  Vehicle History If you're looking for high quality Pre-owned cars and trucks, you're in the right place! Come visit our showroom where you'll find a relaxed atmosphere with no pushy salespeople and no games. We simply have great vehicles at great prices. So come on in and find your next car today!",2023-05-04T08:33:23.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PB133840,Chevrolet Trailblazer LT,2023,20000-29999,29993,"6200 IH - 35 South Austin, TX 78745",Y,Y,N,KL79MPSL6PB133840,Automatic CVT,CVT,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",221,mi.,suv,Front-wheel Drive,Sterling Gray Metallic,,None reported,Yes,Yes,"Recent Arrival! Odometer is 5111 miles below market average! Clean CARFAX. Certified. Chevrolet Certified Pre-Owned Details:  24 months/24,000 miles (whichever comes first) CPO Scheduled Maintenance Plan and 3 days/150 miles (whichever comes first) Vehicle Exchange Program. SiriusXM 3-month trial s|…|ubscription.  Powertrain Limited Warranty: 72 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  172 Point Inspection  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date  Vehicle History  Warranty Deductible: $0  Transferable Warranty Sterling Gray Metallic 2023 Chevrolet TrailBlazer LT 4D Sport Utility FWD CVT 1.3L Ecotec Turbo DOHC SIDI w/VVT",2023-05-04T08:19:29.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N0167C,Honda Civic Sport,2023,20000-29999,28995,"2348 US Highway 68 S Bellefontaine, OH 43311",Y,Y,N,2HGFE2F54PH529470,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",1792,mi.,sedan,Front-wheel Drive,Platinum White Pearl,No,None reported,,No,"Summary: VIEW AT OUR WEBSITE 937FORD.COM Vehicle Details: LIKE NEW 2023 SPORT SEDAN,LOCAL OWNED,TRADED IN ON A TRUCK Equipment: See what's behind you with the back up camera on this Honda Civic. The high efficiency automatic transmission shifts smoothly and allows you to relax while driving. The veh|…|icle is accented with premium quality alloy wheels. This model features cruise control for long trips. Set the temperature exactly where you are most comfortable in it. The fan speed and temperature will automatically adjust to maintain your preferred zone climate. This vehicle is front wheel drive. Packages: All-Season Floor Mats 18 Black Alloy Wheels",2023-05-04T08:18:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH0294,Hyundai Sonata SEL,2023,20000-29999,29500,"6831 East Black Horse Pike Egg Harbor Township, NJ 08234",Y,Y,Y,KMHL14JA6PA251114,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4,2500.0,Gasoline,"",5584,mi.,sedan,Front-wheel Drive,Portofino Gray,Yes,None reported,Yes,Yes,"On our website, you can research and view photos of the new Hyundai models that you would like to purchase or lease. You can also search our entire inventory of new and used vehicles, value your trade-in, and visit our Meet the Staff page to familiarize yourself with our staff who are committed to making your visit to Sport Hyundai a great experience every time.",2023-05-04T08:38:22.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
230172A,Hyundai Elantra N Line,2023,20000-29999,26854,"40 US Rte 130 Burlington, NJ 08016",Y,Y,N,KMHLR4AF4PU400378,Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",2619,mi.,sedan,Front-wheel Drive,Phantom Black,Yes,None reported,,Yes,"DAVIS CERTIFIED This vehicle has passed a comprehensive reconditioning process. Ask your salesperson for a copy of the service invoice & a copy of your FREE Auto Check vehicle history report. This vehicle is located at Davis Certified on Route 130 in Burlington NJ. Please call us at (609) 699-4180 t|…|o schedule your appointment to test drive this vehicle! Recent Arrival! 28/36 City/Highway MPGPrice includes all costs to be paid by a consumer, except for licensing costs, registration fees, and taxes. Davis Honda is not responsible for typographical errors. See salesperson for complete details.",2023-05-04T08:23:57.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RL488684,Hyundai Santa Fe SEL,2023,20000-29999,29800,"11446 Alpharetta Hwy Roswell, GA 30076",Y,Y,Y,5NMS2DAJ0PH488684,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",4728,mi.,suv,All-wheel Drive,Quartz White,No,None reported,,No,"Certified after a 173 point Inspection by a Hyundai Master Certified Technician , 10 year/ 100k Powertrain Warranty - Rick Case Exclusive with Nationwide Coverage, Lane Departure Warning,  Rear Cross Traffic Alert,  Blind Zone Monitor,  Apple CarPlay/ Andriod Auto, Back-up|…|Camera,  BlueTooth , Keyless/ Push Button Start,  Touch Screen Radio , Heated Seats, Collision Avoidance, Wireless Charging, You must present a printed copy of this page at the time of purchase., AWD, Black Artificial Leather. Certified. Quartz White AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Hyundai Certified Pre-Owned Details:  Vehicle History  Warranty Deductible: $50  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date",2023-05-04T08:30:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SH230610N,Mitsubishi Mirage Black Edition,2023,10000-19999,19157,"3220 West Liberty Ave Pittsburgh, PA 15216",Y,Y,N,ML32AWHJ7PH003563,Automatic CVT,CVT,1.2L I3 12V MPFI DOHC,1200.0,Gasoline,"",862,mi.,hatchback,Front-wheel Drive,Infrared Metallic,Yes,None reported,,No,"Recent Arrival! Infrared Metallic w/Black Roof 2023 Mitsubishi Mirage Black Edition ABS brakes, Alloy wheels, Electronic Stability Control, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control. Plus, with #1 Cochran's Market Based Pricing you can feel Confident that Y|…|ou are Receiving the Best Price and Value Available to You! #1 Cochran has been Providing the Tri-State Area with Excellent Sales and Service Experiences for 50 Years. STOP! Buy Today! Let YOUR #1 Cochran Experience Begin!",2023-05-04T08:12:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K212061A,Kia Seltos Nightfall,2023,20000-29999,29981,"5009 Brooke's Crossing Blvd Birmingham, AL 35235",N,N,N,KNDEUCA26P7401954,Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",5247,mi.,suv,All-wheel Drive,Snow White Pearl,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Snow White Pearl 2023 Kia Seltos Nightfall AWD 7-Speed Automatic I4 2023 Kia Seltos, Key Features, Local Trade, Qualifies for lifetime powertrain warranty, Freshly Serviced, 1-Owner Carfax, Clean History, Cold A/C, Runs Great, Drives Great, Apple CarPlay & Andro|…|id Auto, Navigation System.Odometer is 3971 miles below market average! 25/30 City/Highway MPG",2023-05-04T08:38:47.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
