card_id,vehicle,year,price_range,price_usd,price_history,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
HN16173,Honda HR-V LX,2023,20000-29999,28995,"2/21/23: $29,695 | 3/01/23: $29,395 | 3/24/23: $28,995 | 3/30/23: $29,995 | 4/07/23: $28,995","1200 Ridge Pike Conshohocken, PA 19428",Y,Y,N,3CZRZ2H36PM716040,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",685,mi.,suv,All-wheel Drive,Lunar Silver Metallic,Yes,None reported,Yes,No,"AWD, CarFax One Owner! -Priced below the market average!- Low miles for a 2023! Back-up Camera, Bluetooth, This 2023 Honda HR-V LX, has a great Lunar Silver Metallic exterior, and a clean Gray interior! Auto Climate Control, Steering Wheel Controls, Aux Audio Input, Automatic Headlights AM/FM Radio|…|Rear Spoiler, This Honda HR-V gets great fuel economy with over 30.0 MPG on the highway! Stability Control, ABS Brakes Call to confirm availability and schedule a no-obligation test drive! We are located at 1100 Ridge Pike, Conshohocken, PA 19428.",2023-05-01T08:03:45.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
1230249L,Hyundai Venue SEL,2023,20000-29999,22480,"","2979 Auto Center Cir Stockton, CA 95212",Y,Y,N,KMHRC8A34PU225896,IVT,IVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",4110,mi.,suv,Front-wheel Drive,Scarlet Red Pearl,Yes,None reported,,No,"Clean CARFAX. Certified. Scarlet Red Pearl 2023 Hyundai Venue SEL FWD IVT I4 CERTIFIED BY CARFAX- NO ACCIDENTS AND ONE OWNER, Venue SEL, 4D Sport Utility, Scarlet Red Pearl. Prior Dealer Rental Recent Arrival! 29/33 City/Highway MPG Hyundai Certified Pre-Owned Details:  Includes 10-year/Unlimited m|…|ileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  173+ Point Inspection  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Warranty Deductible: $50",2023-05-01T08:02:20.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
N9971A,Nissan Sentra SV,2023,20000-29999,26500,"","2956 N Germantown Pkwy Bartlett, TN 38133",Y,Y,N,3N1AB8CV1PY227754,Automatic CVT,CVT,2.0L DOHC,2000.0,Gasoline,"",1813,mi.,sedan,Front-wheel Drive,Black,Yes,None reported,,No,"CVT with Xtronic, Charcoal Cloth.",2023-05-01T08:03:05.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
KU238674L,Kia Seltos S,2023,20000-29999,26510,"4/07/23: $28,250 | 4/11/23: $28,120 | 4/12/23: $27,970 | 4/15/23: $27,750 | 4/24/23: $27,475 | 4/25/23: $27,375 | 4/26/23: $27,275 | 4/27/23: $27,100 | 4/28/23: $26,860 | 4/29/23: $26,760 | 4/30/23: $26,510","730 Boston Turnpike Shrewsbury, MA 01545",N,N,N,KNDEU2AA3P7398674,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",5122,mi.,suv,Front-wheel Drive,Gravity Gray,Yes,None reported,,No,"Clean CARFAX. CARFAX One-Owner. Gravity Gray 2023 Kia Seltos S FWD IVT 2.0L I4 MPI 6 Speakers, AM/FM radio, Apple CarPlay & Android Auto, Auto High-beam Headlights, Bumpers: body-color, Carpet Floor Mats, Cloth & Sofino Premium Leatherette Seat Trim, Driver door bin, Driver vanity mirror, Front Buck|…|et Seats, Front Center Armrest, Front reading lights, Heated door mirrors, Illuminated entry, Leather Shift Knob, Outside temperature display, Overhead console, Passenger door bin, Power door mirrors, Power steering, Power windows, Radio: AM/FM/MP3 Display Audio, Rear seat center armrest, Remote keyless entry, Roof rack: rails only, Split folding rear seat, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Wheels: 17 Alloy w/Dark Gray Finish. Recent Arrival! Odometer is 506 miles below market average! 29/35 City/Highway MPG Please come visit us at 730 Boston Turnpike, Shrewsbury, MA 01545 or at http://www.wagnerkiaofshrewsbury.com/. You can also reach us for Sales at 508-841-5740 , Service at 508-841-5740 , or Parts at 508-841-5740 .  All Pre-owned prices include a dealer finance incentive.",2023-05-01T08:02:07.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
630642A,Hyundai Elantra HEV Blue,2023,20000-29999,26052,"","4800 NW Loop 410 San Antonio, TX 78229",Y,Y,N,KMHLM4AJ3PU033315,Automatic,Automatic,1.6L I4 16V GDI DOHC Hybrid,1600.0,Hybrid,"",2500,mi.,sedan,Front-wheel Drive,Intense Blue,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Intense Blue 2023 Hyundai Elantra Hybrid Blue FWD 6-Speed Dual Clutch I4ALUMINUM ALLOY WHEELS, APPLE CARPLAY/ANDROID AUTO, BACKUP CAMERA, BOUGHT HERE NEW, CLEAN HISTORY...NO ACCIDENTS REPORTED, HOMELINK, INCLUDES WARRANTY, NAVIGATION, ONE OWNER, ONE|…|OWNER...NO ACCIDENTS REPORTED, RECENT TRADE IN, SERVICE RECORDS AVAILABLE, SIRIUS XM.Recent Arrival! 53/56 City/Highway MPG",2023-05-01T08:03:55.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
24023198,Hyundai Elantra Limited,2023,20000-29999,27998,"","202 Valley Ave NW Puyallup, WA 98371",N,N,N,5NPLP4AG4PH098913,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",2539,mi.,sedan,Front-wheel Drive,Black,,,,,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, and registration fees. Price assumes that final purchase will be made in the State of WA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-01T08:02:53.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23408028,Kia Forte GT-Line,2023,20000-29999,27998,"","4300 McHenry Ave Modesto, CA 95356",Y,N,N,3KPF54AD2PE578476,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3508,mi.,sedan,Front-wheel Drive,White,,,,,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes government fees and taxes, any finance charges, $85 CarMax document processing charge (not required by law), any electronic filing charge, and any emission testing charge. Price assumes that final purchase will be made in the State of CA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours. Prior Use: LOANER",2023-05-01T08:02:18.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
PU210712T,Hyundai Venue SE,2023,20000-29999,22000,"","6200 Centennial Center Blvd Las Vegas, NV 89149",Y,Y,N,KMHRB8A3XPU210712,Automatic,Automatic,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",5892,mi.,suv,Front-wheel Drive,Ceramic White,Yes,None reported,,Yes,"FUEL EFFICIENT 33 MPG Hwy/29 MPG City! Hyundai Certified, ONLY 5,892 Miles! CERAMIC WHITE exterior and BLACK interior, SE trim. Lane Keeping Assist, Bluetooth, iPod/MP3 Input, Aluminum Wheels, CARPETED FLOOR MATS, Back-Up Camera ======KEY FEATURES INCLUDE: Back-Up Camera, iPod/MP3 Input, Bluetooth,|…|Aluminum Wheels, Lane Keeping Assist. Hyundai SE with CERAMIC WHITE exterior and BLACK interior features a 4 Cylinder Engine with 121 HP at 6300 RPM. ======OPTION PACKAGES: CARPETED FLOOR MATS. ======SHOP WITH CONFIDENCE: 173-point mechanical, safety and appearance inspection by Hyundai-certified technicians, Rental car reimbursement provided during covered repairs, 10-Year/ 100,000 mile Powertrain Limited Warranty, Hyundai Certified Used Vehicles carry the remainder 5-year/60,000-mile New Vehicle Limited Warranty, Roadside Assistance includes towing, jump starts, tire service, lockout service and fuel delivery, Complimentary 24/7/365 roadside assistance is provided for 10 years/Unlimited Mileage, 3-Month of No-Charge SiriusXM Satellite Radio All-Access Trial, Travel interruption service when a covered breakdown occurs 150 miles or more away from home, A CarFax Vehicle History Report is included with all CPO vehicles Desert Protection Package includes Vehicle Tint at $252, PermaPlate at $649, Door Edge Guards at $99, and LoJack at $495. Price does not include the $599 Dealer Doc Fee, taxes, and license fees. All new car buyers outside of a 100 mile radius of Centen",2023-05-01T08:04:03.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
PE580725A,Kia Rio LX,2023,10000-19999,19490,"2/19/23: $18,050 | 2/21/23: $19,490","4310 Jonesboro Rd Union City, GA 30291",Y,Y,N,3KPA24AD8PE543234,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",42,mi.,sedan,Front-wheel Drive,Clear White,Yes,None reported,,Yes,Black Cloth. CARFAX One-Owner. Clean CARFAX. Clear White 2023 Kia Rio LX FWD CVT 1.6L 4-Cylinder 32/41 City/Highway MPG ALM Kia South. This is where your search ends!!,2023-05-01T08:01:10.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23122B,Kia Forte GT,2023,20000-29999,25988,"","612 E Main St New Holland, PA 17557",N,N,N,3KPF44AC1PE531563,Manual,Manual,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",4850,mi.,sedan,Front-wheel Drive,Currant Red,Yes,None reported,Yes,Yes,Currant Red 2023 Kia Forte GT FWD 6-Speed Manual 1.6L 4-Cylinder Another Great Local One Owner Trade!! Clean Autocheck History Report Accident free Autocheck Bluetooth Handsfree Handsfree NAVIGATION Leather Seating Backup Camera Heated Seats Alloy Wheels Aluminum Wheels Climate Package Driv|…|er's Convenience Package Driver's Confidence Package Leather seats Sunroof Moonroof Power moonroof Forte GT 6-Speed Manual AM/FM radio: SiriusXM Navigation System Radio: Kia Connect w/harman/kardon Premium Audio.|22/31 City/Highway MPG|And remember here at Turner WE TAKE CARE OF YOU!,2023-05-01T08:05:53.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
P15969,Kia Rio S,2023,10000-19999,19924,"","13150 I-10 Service Road New Orleans, LA 70128",Y,Y,N,3KPA24AD2PE566721,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",27,mi.,sedan,Front-wheel Drive,Blue,,None reported,Yes,Yes,Sporty Blue 2023 Kia Rio S FWD CVT 1.6L 4-Cylinder,2023-05-01T08:01:26.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
N23297,Nissan Versa S,2023,10000-19999,18900,"","11212 W Metro Auto Mall Milwaukee, WI 53224",Y,Y,N,3N1CN8DVXPL832299,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",10,mi.,sedan,Front-wheel Drive,Gun Metallic,,None reported,Yes,Yes,"Factory MSRP: $18,9002023 Nissan Versa 1.6 S Gun Metallic FWD 1.6L 4-Cylinder DOHC 16VREAR BACK-UP CAMERA w/DISPLAY, BLUETOOTH(R) CONNECTION FOR MOBILE PHONE, Auto High-beam Headlights, Electronic Stability Control, Power door mirrors, Power windows, Steering wheel mounted audio controls, Traction c|…|ontrol.~ RUSS DARROW GOLD CARD ($1,597 Value) INCLUDED WITH THIS VEHICLE! ~~ 3 Oil Changes at no cost PRIORITY Service Scheduling BUY 4 Oil Changes, Get the 5th Oil Change at no cost Complimentary Car Wash with Any Service Complimentary 1-Day Rental with $400+ of Repairs or Maintenance Complimentary Shuttle Service (Round Trip in Our Trade Area) Complimentary Multi-Point Inspection with Any Service AND MORE!Disclaimer(Tax, title, license, and service fees extra)Due to constantly changing market conditions our published live market prices are valid for 24 hours.",2023-05-01T08:01:03.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
