card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
6339B,Kia Rio LX,2023,20000-29999,20988,"1700 S Gloster St Tupelo, MS 38801",Y,Y,N,3KPA24AD7PE518289,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",13752,mi.,sedan,Front-wheel Drive,Silky Silver,Yes,None reported,,Yes,"Protect this unit from unwanted accidents with a cutting edge backup camera system. Bluetooth technology is built into this small car, keeping your hands on the steering wheel and your focus on the road. Our dealership has already run the CARFAX report and it is clean. A clean CARFAX is a great asse|…|t for resale value in the future. Good News! This certified CARFAX 1-owner vehicle has only had one owner before you. The Kia Rio gleams with an elegant silver clear coated finish. This Kia Rio has a L4, 2.0L high output engine. Set the temperature exactly where you are most comfortable in the Kia Rio. The fan speed and temperature will automatically adjust to maintain your preferred zone climate. This unit is front wheel drive. Anti-lock brakes are standard on this vehicle. Enjoy the tried and true gasoline engine in this unit. Electronic Stability Control is one of many advanced safety features on this small car.",2023-05-04T08:33:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
H3S252241,Hyundai Sonata SEL,2023,20000-29999,26986,"VIRTUAL Buffalo, NY 14228",Y,Y,N,KMHL64JA5PA252241,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4,2500.0,Gasoline,"",4739,mi.,sedan,Front-wheel Drive,Hampton Gray,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Dark Gray Cloth. Certified. Hampton Gray 2023 Hyundai Sonata SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 27/37 City/Highway MPG Hyundai Certified Pre-Owned Details:  Roadside Assistance  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car an|…|d Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection  Warranty Deductible: $50  Vehicle History",2023-05-04T08:22:22.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23903835,Kia Rio LX,2023,20000-29999,21998,"12715 LBJ Freeway Garland, TX 75041",Y,N,N,3KPA24AD8PE550099,Automatic,Automatic,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",523,mi.,sedan,Front-wheel Drive,Gray,Yes,None reported,Yes,Yes,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes tax, title, tags and $150 documentary fee (not required by law). Price assumes that final purchase will be made in the State of TX, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-04T08:48:47.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T52630A,Volkswagen Jetta 1.5T SE,2023,20000-29999,28000,"1190 Boyson Rd Hiawatha, IA 52233",N,Y,N,3VW7M7BU2PM013526,8-Speed Automatic,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",510,mi.,sedan,Front-wheel Drive,Deep Black Pearl Effect,Yes,None reported,,Yes,"NONSMOKER, LOCAL VEHICLE, YES, THE MILES ARE CORRECT!!, TRADED IN FOR A TOYOTA., Auto-dimming Rear-View mirror, Dual Front Reading Lights, Front dual zone A/C, Fully automatic headlights, Heated door mirrors, Illuminated Vanity Mirrors, Overhead Storage Compartment, Panic alarm, Panoramic Sunroof Pa|…|ckage, Power door mirrors, Power driver seat, Power Tilting & Sliding Panoramic Sunroof, Power windows, Radio: MIB3 Composition Color w/6.5 Touchscreen, Rain sensing wipers, Remote keyless entry, Telescoping steering wheel, Tilt steering wheel, V-Tex Leatherette Seat Trim, Wheels: 17 Twin 5-Spoke Silver Painted Alloy. Clean CARFAX. CARFAX One-Owner. 2023 Volkswagen Jetta 1.5T SE Black FWD 8-Speed Automatic with Tiptronic 1.5L I-4 DI DOHC TurbochargedOdometer is 1136 miles below market average! 29/40 City/Highway MPGCedar Rapids Toyota: A Trusted Brand From A Trusted Dealer.",2023-05-04T08:35:44.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
B10081-0,Kia Sportage LX,2023,20000-29999,28777,"6263 S Lindbergh Blvd St. Louis, MO 63123",Y,Y,Y,KNDPU3AFXP7067522,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",20214,mi.,suv,Front-wheel Drive,Snow White Pearl,Yes,None reported,Yes,Yes,"Certified. 17 Upgraded Alloy Wheels, Apple CarPlay & Android Auto, Auto High-beam Headlights. Snow White Pearl 2023 Kia Sportage LX FWD 8-Speed Automatic We utilize Market Based Pricing for all pre-owned vehicles on our lot. This ensures you have the most competitive price in the market based on mil|…|eage, equipment, and features. Utilizing this approach, our prices may fluctuate during the day on our website and may not match what is currently on 3rd party sites as they only update every 24 hours. The Suntrup family have been servicing and selling cars since 1957 for the St Louis area.The Suntrup Automotive Group is active in its communities and believes in giving back. Today Suntrup Automotive Group has nine brands, eleven locations, thousands of cars and is every bit committed to providing excellent customer service in every aspect of the business. There's never been a better time to stop in our dealership at 6263 S Lindbergh Blvd St Louis, Missouri, 63123. Proudly serving drivers from Ballwin, Affton and Kirkwood. We're very much looking forward to it.Disclaimer: Manufacturers Suggested Retail Price. Excludes options; taxes; title; registration; delivery, processing and handling fee; dealer charges. Dealer sets actual selling price. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by calling us at 314-894-2311 or by visiting us at the dealership. See description for further details. Kia Certified Pre-Owned Details:  Transferable Warranty  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  Warranty Deductible: $50  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date  165 Point Inspection  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  Roa",2023-05-04T08:55:33.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PE532622R,Kia Forte LXS,2023,20000-29999,20875,"1099 Rt. 22 West North Plainfield, NJ 07060",Y,Y,N,3KPF24AD9PE532622,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3474,mi.,sedan,Front-wheel Drive,Steel Gray,No,None reported,,No,"SERVICE LOANER SPECIAL...LOW MILES...PRICE REDUCED...FORWARD COLLISION AVOIDANCE ASSIST...LANE KEEP ASSIST...DRIVER ATTENTION WARNING...8TOUCHSCREEN...ANDROID AUTO...APPLE CAR PLAY...ALLOY WHEELS...AND MORE. COVERAGE INCLUDES BALANCE OF 5-YEARS OR 60,000 MILES OF BUMPER TO BUMPER AND 10-YEARS OR 100|…|,000 MILES OF POWERTRAIN WARRANTY. WE DO NOT CHARGE ANY PREP FEES OR CERTIFICATION FEES LIKE OTHER DEALERS DO. WE OFFER EASY FINANCING OPTIONS AND WE WELCOME ALL TRADES.",2023-05-04T08:17:44.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U957118S,Hyundai Kona SEL,2023,20000-29999,26570,"12925 North Autoshow Avenue Surprise, AZ 85388",Y,Y,N,KM8K62AB4PU957118,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",4997,mi.,suv,Front-wheel Drive,Lunar White,No,None reported,,No,"",2023-05-04T08:45:03.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PM713601,Honda HR-V LX,2023,20000-29999,25500,"230 Automall Dr Roseville, CA 95661",Y,Y,Y,3CZRZ1H32PM713601,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",7063,mi.,suv,Front-wheel Drive,Platinum White Pearl,Yes,None reported,,Yes,"Platinum White Pearl  Lane Keeping Assist  Bluetooth Connection  Rear Spoiler  Gray; Cloth Seat TrimThis vehicle includes a Money-Back Guarantee and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this|…|price is so good it is guaranteed. Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.Check out this gently-used 2023 Honda HR-V we recently got in. Your buying risks are reduced thanks to a CARFAX BuyBack Guarantee. This Honda HR-V has been loved by its original owner as CARFAX shows it to be a one-owner. This SUV is a superb example of what a tough, work focused vehicle should be. Exceptional towing, acceleration and torque will help you get the job done. You could spend more on fuel each month than on your vehicle payments, so why not consider one with exceptional fuel economy like this 2023 Honda HR-V. If not for a few miles on the odometer you would be hard-pressed to know this 2023 Honda HR-V is a pre-owned vehicle.",2023-05-04T08:14:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23200A,Hyundai Elantra SEL,2023,20000-29999,23000,"212 E Main St Fredonia, NY 14063",Y,Y,N,5NPLS4AG7PH096314,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",19996,mi.,sedan,Front-wheel Drive,Shimmering Silver Pearl,Yes,None reported,Yes,Yes,......Just Great Deals!,2023-05-04T08:57:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M9518,Mitsubishi Eclipse Cross LE,2023,20000-29999,26895,"400 US-46 Totowa, NJ 07512",Y,Y,N,JA4ATVAA2PZ004745,Automatic,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",2442,mi.,suv,Four-wheel Drive,Labrador Black Pearl,Yes,None reported,,Yes,"We have a fast turnover on vehicles listed online. It's important that you act fast. If by chance that a vehicle you are interested in gets sold, we will do our best to offer you something similar at similar savings.",2023-05-04T08:18:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH217324,Subaru Crosstrek Base,2023,20000-29999,27985,"2625 W Bell Rd Phoenix, AZ 85023",N,N,N,JF2GTABC2PH217324,Automatic CVT,CVT,2.0L H4 16V GDI DOHC,2000.0,Gasoline,"",14308,mi.,suv,All-wheel Drive,Cool-Gray Khaki,No,None reported,,Yes,"Popular Package #1  Auto-Dimming Exterior Mirror W/Approach Light  Cargo Cover  Map & Dome Lights Led Upgrade  Lane Keeping Assist  Bluetooth Connection  Rear Spoiler  All Wheel Drive  Black; Cloth Upholstery  Cool-Gray Khaki  Standard Model (Cvt)This vehicle includes a Money-Back Guaran|…|tee and passed our precise inspection process. Best of all the price you see is the price you pay. No haggling. No back and forth. No pressure. And this price is so good it is guaranteed. Money-Back Guarantee is valid for 5 days or 250 miles, whichever comes first. Subject to certain terms and conditions. See store for details. Some restrictions apply.",2023-05-04T08:20:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A537,Kia Forte LXS,2023,20000-29999,22891,"14205 S. Broadway Ext. Edmond, OK 73013",Y,Y,Y,3KPF24AD1PE570295,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",2638,mi.,sedan,Front-wheel Drive,Fire Orange,Yes,None reported,,Yes,"KALIDY KIA!, CPO - Certified Pre-Owned, Loaded With, Touch Screen, Apple Car Play / Android Auto, Backup Camera, Keyless Entry, Bluetooth, Driver Attention Monitor, Collision Warning, Lane Departure Warning, Lane Keeping Assist, Accident Free on Carfax, Features and options may vary from information|…|contained on third party listing sites, please see dealer's website or call for actual vehicle specifications. This vehicle is equipped with: 16 Alloy Wheels, 4 Speakers, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Auto High-beam Headlights, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: HD Display Audio, Rear window defroster, Remote keyless entry, Security system, Speed control, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, and Variably intermittent wipers. CARFAX One-Owner. Clean CARFAX. Odometer is 4216 miles below market average! 28/39 City/Highway MPG Welcome to Kalidy Kia in Edmond, OK. All of our cars are hand picked and inspected for your piece of mind. This Forte from Kalidy Kia in Edmond, OK comes standard with our exclusive Kalidy Kia Friends for Life Service Treatment.",2023-05-04T08:36:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
34970A,Mazda CX-5 2.5 S Select Package,2023,20000-29999,29849,"3301 Lehigh St Allentown, PA 18103",Y,Y,N,JM3KFBBM3P0204909,6-Speed Automatic,Automatic,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",650,mi.,suv,All-wheel Drive,Soul Red Crystal Metallic,Yes,None reported,Yes,No,2023 Mazda CX-5 Certified. Clean CARFAX. MAZDA CERTIFED LOCAL TRADE CLEAN CARFAX REPORT ALL WHEEL DRIVE ONE OWNER CX-5 2.5 S Select Package 4D Sport Utility SKYACTIV 2.5L 4-Cylinder DOHC 16V 6-Speed Automatic AWD Soul Red Crystal Metallic Black w/Leatherette Seat Trim. Odometer is 3331 miles below m|…|arket average! 24/30 City/Highway MPG|Thank you for visiting Scott Cars.,2023-05-04T08:42:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
A4T-78890,Toyota Camry LE,2023,20000-29999,29995,"6027 N Tryon St Charlotte, NC 28213",N,N,N,4T1C11AK9PU078890,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",4813,mi.,sedan,Front-wheel Drive,Celestial Silver,Yes,None reported,,Yes,Adams Auto Group provides you with NO HASSLE PRICING and the largest selection of hand-picked used cars in the Charlotte region!,2023-05-04T08:22:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CH23141A,Chevrolet Trailblazer LS,2023,20000-29999,26933,"141 McKinley Road Beaver Falls, PA 15010",Y,Y,Y,KL79MNSL7PB015316,9-Speed Automatic,Automatic,1.3L I3 12V GDI DOHC Turbo,1300.0,Gasoline,"",1579,mi.,suv,All-wheel Drive,Mosaic Black Metallic,Yes,None reported,,Yes,"Clean CARFAX. CARFAX One-Owner. Mosaic Black Metallic 2023 Chevrolet TrailBlazer LS AWD 9-Speed Automatic 1.3L Ecotec Turbo DOHC SIDI w/VVT 26/30 City/Highway MPG Welcome to Bowser Chevrolet Inc. Where we are here to help you find the best deal on new and used cars, trucks, and SUVs for winter, spri|…|ng, summer, and fall. Our dealership has been serving automobile shoppers in the Greater Pittsburgh area since 1983. Bowser Chevrolet Inc. Has gained a great reputation. Our customers drive from all over the Beaver area, Monaca, Rochester and New Brighton specifically for our customer service. We pride ourselves on our long-term relationships with our customers. We value you, and we are not afraid to show it. Check out our showroom online for new and used cars, and then stop in for a test drive to see what we are talking about.",2023-05-04T08:35:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
K386177,Hyundai Tucson SEL,2023,20000-29999,29499,"23502 Katy Freeway Katy, TX 77494",Y,Y,N,5NMJB3AE3PH188971,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",60000,mi.,suv,Front-wheel Drive,White,Yes,None reported,,Yes,"CAR SQUAD SELECT VEHICLE! Above Average Condition! Clean Carfax, Clean AutoCheck! One Owner, Balance of Factory Warranty Remaining and MUCH MORE! CACHeated Front Seats",2023-05-04T08:30:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
