card_id,vehicle,year,price_range,price_usd,price_history,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
P15971,Kia Rio S,2023,10000-19999,19924,"","13150 I-10 Service Road New Orleans, LA 70128",Y,Y,N,3KPA24AD5PE567412,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",12,mi.,sedan,Front-wheel Drive,Clear White,,None reported,Yes,Yes,Clear White 2023 Kia Rio S FWD CVT 1.6L 4-Cylinder,2023-05-01T08:01:23.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
P3017815A,Subaru Impreza Premium,2023,20000-29999,26950,"","13315 N. Tamiami Trail Naples, FL 34110",Y,Y,N,4S3GTAV64P3711654,Automatic CVT,CVT,2.0L H4 16V GDI DOHC,2000.0,Gasoline,"",1961,mi.,hatchback,All-wheel Drive,Ice Silver Metallic,Yes,None reported,,Yes,"One Owner, Local Trade, Clean Carfax, Rear View Camera, Low Miles, Balance Of Factory Warranty, Service Records Available!, Fresh Oil change, Fully detailed, 6 Speakers, Cloth Upholstery, Exterior Parking Camera Rear, Front Bucket Seats, Heated Front Bucket Seats, Outside temperature display, Radio:|…|Subaru STARLINK 6.5 Multimedia Plus System, Security system, Spoiler, Standard Model, Wheels: 16 x 6.5 Machine Finish J Aluminum-Alloy, Windshield Sunshade.https://www.kbb.com/kbbreport/lkpti2023 Subaru Impreza Premium Local Trade In, Factory Warranty. Local Trade In, Factory Warranty.CARFAX One-Owner. Clean CARFAX. Odometer is 1337 miles below market average! 28/36 City/Highway MPG2.0L DOHCIce Silver Metallic4D HatchbackAWDCVT LineartronicAt Germain Toyota of Naples, we make it Fast, Easy and Simple. Call us to see why we are the #1 Certified Pre-Owned dealer in Southwest Florida.PremiumAt Germain Toyota, we make Fast, Easy and Simple. Call us to see why we are the #1 Certified Pre-Owned Dealer in Southwest Florida!",2023-05-01T08:02:50.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
UMRN6533A,Kia Soul LX,2023,10000-19999,19590,"3/21/23: $20,990 | 3/31/23: $20,590 | 4/12/23: $20,290 | 4/19/23: $19,990 | 4/26/23: $19,590","247 Howe Ave Cuyahoga Falls, OH 44221",Y,N,N,KNDJ23AU0P7838600,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",11213,mi.,hatchback,Front-wheel Drive,Fusion Orange,Yes,None reported,,Yes,"ONLY 11213 MILES, Apple CarPlay & Android Auto, Remote keyless entry. Why buy from Ron Marhofer Nissan? We offer 7 day/400 mile return policy on our pre-owned vehicles. Additionally, we offer free home delivery up to 150 miles from the dealership. Shop online, over the phone, or at the dealership...|…|your choice! Please see our website at ronmarhofernissan.com for details. Ron Marhofer Nissan has a large selection of pre-owned cars, trucks and SUVs. Each vehicle is thoroughly inspected and marked with our best, no hassle price up front. 2023 Kia Soul LX 2.0L I4 DOHC CARFAX One-Owner. 29/35 City/Highway MPG",2023-05-01T08:00:44.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
24320936,Kia Forte LXS,2023,20000-29999,23998,"","25560 Madison Ave Murrieta, CA 92562",Y,N,N,3KPF24AD4PE514030,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",7820,mi.,sedan,Front-wheel Drive,White,Yes,None reported,Yes,Yes,"Meet the Love Your Car Guarantee from CarMax! You can take your time with a 24-hour test drive and a 30-day money back guarantee (up to 1500 miles) to be sure it's the right car for you (restrictions apply). At CarMax, finding the right car is easy. You can shop online, get pre-qualified with no imp|…|act to your credit, and receive a trade-in offer all from the comfort of home. See carmax.com for details. Then, when it's time to buy, you can choose express pickup at your local CarMax or home delivery in select markets. And we stand behind every used car we sell with a 90-Day/4,000-Mile (whichever comes first) Limited Warranty. See store for details. Price excludes government fees and taxes, any finance charges, $85 CarMax document processing charge (not required by law), any electronic filing charge, and any emission testing charge. Price assumes that final purchase will be made in the State of CA, unless vehicle is non-transferable. Vehicle subject to prior sale. Applicable transfer fees are due in advance of vehicle delivery and are separate from sales transactions. Certain vehicles may have unrepaired safety recalls. Check nhtsa.gov/recalls to learn if this vehicle has an unrepaired safety recall. Inventory shown here is updated every 24 hours.",2023-05-01T08:04:38.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
2304176A,Kia Rio S,2023,10000-19999,18750,"","6201 S Saginaw Rd Grand Blanc Charter Township, MI 48439",N,N,N,3KPA24AD7PE531558,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",13342,mi.,sedan,Front-wheel Drive,Clear White,No,None reported,,No,"PERFECT Carfax! ONE OWNER S! Rear View CAMERA! 1.6L 4-Cylinder & CVT CLEAN Condition! Non Smoker!. To save time in the dealership and for your convenience, please call 810-694-5600 to confirm availability and schedule an appointment. 32/41 City/Highway MPG You'll Do Better at Al Serra! Pictures may|…|not reflect the actual vehicle. Posted miles may vary. Some options listed may be inaccurate due to VIN decoders. Some vehicles may have added accessories. The Doc Fee is $260. See Dealer for details. Al Serra Auto Plaza. One Destination. So Many More Choices! Please contact us at 810-694-5600 or visit alserra.com for more information and to see Michigan's largest used vehicle inventory.",2023-05-01T08:00:37.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
14002,Kia Soul LX,2023,20000-29999,23998,"4/18/23: $23,798 | 4/19/23: $23,998","9831 E Harry St Wichita, KS 67207",N,N,N,KNDJ23AU0P7848348,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",3170,mi.,hatchback,Front-wheel Drive,Mars Orange,Yes,None reported,,Yes,"CARFAX One-Owner. THIS VEHICLE IS EQUIPPED WITH THE FOLLOWING FEATURES AND OPTIONS LX Technology Package (16 Alloy Wheels, Blind-Spot Collision-Avoidance Assist, Lane Change Assist, and Rear Cross-Traffic Collision Avoidance Assist), 16 Steel Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air|…|Conditioning, AM/FM radio, Apple CarPlay Android Auto, Brake assist, Bumpers: body-color, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM/MP3/HD Audio System, Rear window defroster, Rear window wiper, Remote keyless entry, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, and Woven Tricot Cloth Seat Trim. Clean CARFAX. M4a 2023 Kia Soul LX FWD IVT 2.0L I4 DOHC 29/35 City/Highway MPG",2023-05-01T08:02:01.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
336375,Kia Seltos S,2023,20000-29999,25995,"","27932 Lorain Rd North Olmsted, OH 44070",Y,Y,Y,KNDEU2AAXP7393245,1-Speed CVT with Overdrive,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",10338,mi.,suv,Front-wheel Drive,Clear White / Black Roof,Yes,None reported,,Yes,"Recent Arrival! Certified. SAFETY CHECKED, CLEAN CARFAX, ONE OWNER, NAVIGATION, LOCAL TRADE, LOW MILES, WEEKLY SPECIAL, Bluetooth, Carpeted Floormats, Navigation Package. 29/35 City/Highway MPG Kia Certified Pre-Owned Details:  Warranty Deductible: $50  Powertrain Limit|…|ed Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Transferable Warranty  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date  Vehicle History  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  165 Point Inspection",2023-05-01T08:04:46.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
232411A,Toyota Camry LE,2023,20000-29999,27688,"4/12/23: $27,591 | 4/13/23: $25,984 | 4/19/23: $25,491 | 4/20/23: $25,991 | 4/28/23: $24,991 | 4/30/23: $27,688","4395 Fayetteville Rd Lumberton, NC 28358",Y,Y,N,4T1C11AK9PU755162,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",11509,mi.,sedan,Front-wheel Drive,Celestial Silver Metallic,Yes,At least 1 accident or damage reported,,Yes,"You can find this 2023 Toyota Camry LE Auto (Natl) and many others like it at Peterson Toyota Jeep. The Toyota Camry LE Auto (Natl) is economically and environmentally smart. Toyota clearly delivers on its promise to provide a fuel-efficient vehicle that has the great qualities you need in a vehicle|…|. The Toyota Camry LE Auto (Natl) will provide you with everything you have always wanted in a car -- Quality, Reliability, and Character. You've found the one you've been looking for. Your dream car. Just what you've been looking for. With quality in mind, this vehicle is the perfect addition to take home. Price Excludes Administrative, Origination, Documentary, Procurement and/or other Administrative Fee and Peterson Advantage . Financing Not Obtained Through Peterson Automotive Will Result In An Increase In Price Of $1000. All Financing Terms Must Be 72 Months or Longer. Due to Peterson Toyota being a competitive Dealer, Prices Change Hourly. Second Key, Floor Mats, Owner's Manual May Not Be Available. Prices do not include Dealer Installed Lift Kits and Wheel Packages.",2023-05-01T08:03:47.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
132354,Kia Forte LXS,2023,10000-19999,18999,"4/19/23: $19,499 | 4/20/23: $18,999","5300 W Copans Rd Margate, FL 33063",Y,Y,N,3KPF24AD1PE527284,Automatic,Automatic,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",5089,mi.,sedan,Front-wheel Drive,Snow White Pearl,Yes,At least 1 accident or damage reported,,No,"Recent Arrival! CARFAX One-Owner. Odometer is 629 miles below market average!|BBB Accredited A+, We Accept Trade-Ins, FINANCING AVAILABLE!!, 16 Alloy Wheels, ABS brakes, Air Conditioning, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Exterior Parking|…|Camera Rear, Fully automatic headlights, Low tire pressure warning, Occupant sensing airbag, Power door mirrors, Power steering, Power windows, Radio: HD Display Audio, Steering wheel mounted audio controls, Traction control. Snow White Pearl 2023 Kia Forte LXS FWD 2.0L 4-Cylinder MPI|28/39 City/Highway MPG.|Florida Fine Cars offers the nations highest quality pre-owned vehicles at below-market pricing. With our 3-Day Return and 5-Day Exchange policies, we give you the ultimate peace of mind with your purchase. We offer easy online shopping with at-home delivery or a fast in-showroom experience. It's car buying at your pace online or in the showroom.",2023-05-01T08:01:39.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23200A,Hyundai Elantra SEL,2023,20000-29999,23250,"","212 E Main St Fredonia, NY 14063",Y,Y,N,5NPLS4AG7PH096314,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",19996,mi.,sedan,Front-wheel Drive,Shimmering Silver Pearl,Yes,None reported,Yes,Yes,......Just Great Deals!,2023-05-01T08:06:33.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
K4289,Kia Soul LX,2023,10000-19999,19997,"2/28/23: $20,998 | 3/01/23: $21,565 | 3/03/23: $20,598 | 3/09/23: $20,298 | 4/25/23: $19,997","1334 Dreibelbis St State College, PA 16801",N,N,N,KNDJ23AU0P7843764,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",5260,mi.,hatchback,Front-wheel Drive,Snow White Pearl,No,None reported,,No,"Certified. Snow White Pearl 2023 Kia Soul LX FWD IVT 2.0L I4 DOHC Recent Arrival! Odometer is 4524 miles below market average! 29/35 City/Highway MPG Kia Certified Pre-Owned Details:  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle|…|History  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) 'Platinum Coverage' from certified purchase date  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  165 Point Inspection  Transferable Warranty  Roadside Assistance  Warranty Deductible: $50",2023-05-01T08:00:50.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
D2373B,Hyundai Sonata Hybrid Blue,2023,20000-29999,26995,"12/31/22: $28,995 | 3/01/23: $27,995 | 4/28/23: $26,995","1996 Mission St SE Salem, OR 97302",Y,Y,Y,KMHL24JJ7PA054286,6-Speed Automatic with SHIFTRONIC,Automatic,2.0L I4 16V GDI DOHC Hybrid,2000.0,Hybrid,"",3400,mi.,sedan,Front-wheel Drive,Hampton Gray,Yes,None reported,Yes,Yes,"10 YR. / 100,000 MI. POWERTRAIN WARRANTY AND REMAINDER OF FACTORY WARRANTY",2023-05-01T08:04:06.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
K44896A,Kia Sportage LX,2023,20000-29999,27612,"3/29/23: $28,721 | 3/30/23: $28,879 | 4/07/23: $28,989 | 4/15/23: $28,597 | 4/25/23: $28,291 | 4/28/23: $27,612","118 Rte. 173 Antioch, IL 60002",Y,Y,Y,KNDPU3AF5P7047906,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",31488,mi.,suv,Front-wheel Drive,Gravity Gray,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. Certified. Gravity Gray 2023 Kia Sportage LX FWD 8-Speed Automatic I4 17 Alloy Wheels, 6 Speakers, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay & Android Auto, Brake assist, Bumpers: body-color, Carpeted Floor Mats, Cloth Seat Trim, Delay-off headlights,|…|Driver door bin, Driver vanity mirror, Electronic Stability Control, Four wheel independent suspension, Front Center Armrest, Illuminated entry, Outside temperature display, Overhead console, Panic alarm, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM/HD Audio System, Rear seat center armrest, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer. 25/32 City/Highway MPG Kia Certified Pre-Owned Details:  Warranty Deductible: $50  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date  Vehicle History  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  165 Point Inspection  Roadside Assistance  Transferable Warranty",2023-05-01T08:05:33.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
LP2878,Kia Rio S,2023,10000-19999,19500,"","152 Continental Dr Salem, OH 44460",Y,Y,N,3KPA24AD2PE529619,Automatic CVT,CVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",1243,mi.,sedan,Front-wheel Drive,Blue,Yes,At least 1 accident or damage reported,,Yes,2023 Kia Rio S Black Cloth. CARFAX One-Owner. Odometer is 5137 miles below market average!,2023-05-01T08:00:45.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23-237A,Toyota Camry LE,2023,20000-29999,29500,"","3131 Singing Hills Blvd Sioux City, IA 51106",N,N,N,4T1R11AK3PU728422,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",7623,mi.,sedan,Front-wheel Drive,–,Yes,None reported,,Yes,"Rick Collins Toyota offers free popcorn and coffee for our customers.  Also, we provide shuttle service if you do not have time to wait for you vehicle's service work.  We have factory trained technicians who are experienced and know how to take care of your car the way you would expect.  Call 800-570-7724 to speak to one of our service advisors.",2023-05-01T08:06:34.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
22C04003,Honda HR-V Sport,2023,20000-29999,29699,"4/06/23: $30,998 | 4/13/23: $29,811 | 4/24/23: $29,699","1408 US-45 Bypass Jackson, TN 38305",Y,Y,N,3CZRZ1H50PM700427,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",9307,mi.,suv,Front-wheel Drive,Urban Gray Pearl,Yes,None reported,Yes,No,"WOW! Check out this 2023 Honda HR-V Sport in Urban Gray Pearl! She's equipped with, Hands free steering wheel controls, Cruise Control, Alloy Wheels, Bluetooth, Hands-Free, Power Windows, Mirrors, Locks, 2 YEAR FREE OIL CHANGES, AND TIRE ROTATIONS!, we gave her a fresh oil and filter change, rotated|…|the tires to keep them wearing true, she's passed the 69 point victory guarantee multi-point inspection, she's got two key and the owners manual's, is a local trade. CARFAX One-Owner. Whether you have good credit, bad credit or no credit get pre-approved today at: https://www.victoryhondajackson.com/financing/get-pre-approved.htm This vehicle WON'T last long at this price! We are a large used car super store serving Memphis, Humboldt, Collierville and Brownsville. Don't waste any time, call us NOW at 731-668-3800. Please chat, email, text or call to verify any information in question and to schedule your product preview!",2023-05-01T08:05:47.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23017,Mitsubishi Mirage G4 ES,2023,10000-19999,19500,"","7301 State Ave Kansas City Kansas City, KS 66112",Y,Y,N,ML32FUFJ0PHF01325,Automatic CVT,CVT,1.2L I3 12V MPFI DOHC,1200.0,Gasoline,"",166,mi.,sedan,Front-wheel Drive,White,Yes,None reported,,No,"Call us at (913) 222-5300 to schedule your test drive on this White 2023 Mitsubishi Mirage G4 ES. Clean CARFAX. CARFAX One-Owner. ABS brakes, Android Auto & Apple CarPlay, Carpeted Floor Mats, Electronic Stability Control, Exterior Parking Camera Rear, Illuminated entry, Low tire pressure warning, R|…|emote keyless entry, Touch-Up Paint Pen, Traction control, Welcome Package. 35/41 City/Highway MPG Want to know more? Text us at (913) 215-5243 to chat about this vehicle! Oakes Mitsubishi strives to bring you the lowest prices possible! With our laid-back, quick and pain-free sales process, our high standard of customer service and our many financing options, we know you will find Oakes Auto to be a welcome change from your past experiences. All of our vehicles are reconditioned at our state-of-the-art service center and undergo a multi-point inspection to confirm they meet our expectations for our customers. Vehicle price as shown includes $2,000 Trade Discount and $1,000 Finance Discount, Trade Discount only on 2013 or newer model year with less than 100k miles. Finance Discount (requires financing through Ally Auto Finance or Kia Motors Finance; not all buyers will qualify. Located in Kansas City: 7301 State Ave, Kansas City, KS 66112 (913) 222-5300.",2023-05-01T08:01:07.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
