card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
FRD23064A,Hyundai Kona Limited,2023,20000-29999,29786,"1400 S Halleck St Demotte, IN 46310",N,Y,N,KM8K5CA32PU954154,7-Speed Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",279,mi.,suv,All-wheel Drive,Pulse Red,Yes,None reported,Yes,Yes,"AWD, Like New! Traded in by Ford Employee, NAVIGATION, HEATED LEATHER Seats, PREMIUM Audio, MOONROOF, harman/kardon Speakers, Navigation System, Option Group 01. Odometer is 2987 miles below market average! 27/32 City/Highway MPG 7-Speed Automatic 1.6L Turbo GDI 4-Cylinder AWD Your #1 Experience Dea|…|ler. Proud to serve the DeMotte, Lowell, Crown Point, Valparaiso, Merrillville and Rensselaer Communities.  Price excludes tax, title, registration and document preparation fee ($188). Additional Services Fee of $199 may apply for out of state purchases  Please reach out to us with any questions. We look forward to helping you!",2023-05-04T08:20:38.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P264384C,Subaru Crosstrek Premium,2023,20000-29999,29483,"2880 Washburn Way Klamath Falls, OR 97603",Y,Y,Y,JF2GTAPC1P8264384,Automatic CVT,CVT,2.0L H4 16V GDI DOHC,2000.0,Gasoline,"",4938,mi.,suv,All-wheel Drive,Ice Silver Metallic,Yes,None reported,,No,"Certified. Clean CARFAX. 28/33 City/Highway MPG AWD Trust Klamath Falls Subaru For Great Cars and Great Service In Klamath Falls, OR. Come and see only the finest Subarus at Klamath Falls Subaru. Please call for additional details and to reserve a priority viewing of this car. Secure hold deposits a|…|vailable upon request. We offer financing options and extended service contracts to add to your peace of mind. Klamath Falls Subaru Specializes in Subaru, Ford, Toyota, Hyundai, Volkswagen, Volvo, AWD, 4WD, trucks, off road, and sport utility vehicles. Klamath Falls Subaru works with many local clients from Nike, Adidas, Intel, Boeing, Freightliner, Air National Guard, Kingsley Field, Jeld-Wen, and others. We appreciate the opportunity to support our community.",2023-05-04T08:21:02.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CP2759,Nissan Leaf S,2023,20000-29999,27491,"1251 thornton road lithia springs, GA 30122",Y,Y,N,1N4AZ1BVXPC554203,Automatic,Automatic,Electric,,Electric,"",4393,mi.,hatchback,Front-wheel Drive,Black,Yes,None reported,,Yes,"Super Black 2023 Nissan Leaf S Single Speed Reducer 8-Cylinder Electric ZEV 147hp FWD CARFAX One-Owner. Clean CARFAX. 123/99 City/Highway MPG Calavan Chrysler Dodge Jeep Ram is your hometown Lithia Springs, GA dealership. Whether youre looking for a new vehicle, used car, or vehicle service  our dea|…|lership has all your automotive needs covered. We are your neighbors, so youll be treated like one! We want you, your friends and family to visit us very soon; youll have a hassle-free, enjoyable experience every time. Our dealership is open six days a week, Monday through Friday 9am-8pm and Saturday 9am-7pm.",2023-05-04T08:46:43.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U93972L,Hyundai Sonata SE,2023,20000-29999,21987,"193 Sunrise Hwy West Islip, NY 11795",N,Y,Y,KMHL24JA7PA249174,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3424,mi.,sedan,Front-wheel Drive,Onyx Black,Yes,None reported,,No,"Black Cloth. Certified. FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Odometer is 1254 miles below market average! 28/38 City/Highway MPG Onyx Black 2023 Hyundai Sonata SE Hyundai Certified Pre-Owned Details:  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service d|…|ate  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Warranty Deductible: $50  173+ Point Inspection  Roadside Assistance  Vehicle History  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date The Internet Price is reflective after $1,995 down. Price subject to change Subject to primary lenders approval. All prices exclude tax, title, dealer fees of $695, tags, license & DMV. Must finance through the dealer when applicable & take same day delivery. Vehicles are sold cosmetically as is. Not all cars are certified where as many do pass the certification process and the customer does reserve the right to certify a car that passes or add an optional extended service agreement.",2023-05-04T08:16:40.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
913994A,Honda Civic Sport,2023,20000-29999,29000,"7671 US Hwy 19 N Pinellas Park, FL 33781",Y,Y,Y,19XFL2H82PE006746,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",3725,mi.,hatchback,Front-wheel Drive,Rallye Red,Yes,None reported,Yes,No,"This 2023 Honda Civic Sport in Rallye Red features: Certified. BLUETOOTH, BACKUP CAMERA, ADAPTIVE CRUISE CONTROL. Clean CARFAX. CARFAX One-Owner.All prices plus sales tax, tag and titling, and dealer service fee of $999.00, which represents cost and profits to the selling dealer for items such as cl|…|eaning, inspecting, adjusting new vehicles and preparing documents related to the sale. A Better Way To Buy.",2023-05-04T08:53:18.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NL218670,Hyundai Venue Limited,2023,20000-29999,22800,"801 York Rd Towson, MD 21204",Y,Y,Y,KMHRC8A39PU218670,IVT,IVT,1.6L I4 16V MPFI DOHC,1600.0,Gasoline,"",1206,mi.,suv,Front-wheel Drive,Scarlet Red Pearl,Yes,None reported,,No,"HYUNDAI CERTIFIED POWERTRAIN WARRANTY HEATED SEATS NAVIGATION APPLE CARPLAY/ANDROID AUTO BLIND SPOT SENSORS BACKUP CAMERA BLUETOOTH Your additional costs are sales tax, tag and title fees for the state in which the vehicle will be registered, any dealer-installed options (if applicabl|…|e) and a $500 dealer processing fee (not required by law). Prices are subject to change, and prior sales are excluded from these offers. While every reasonable effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with the dealer. Option Group 01, REMOTE KEYLESS ENTRY, 4-Wheel Disc Brakes, 6 Speakers, 6.483 Axle Ratio, 6.5J x 17 Alloy Wheels, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth & Leatherette Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system, First Aid Kit, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM/HD/SiriusXM w/Navigation System, Rear window defroster, Rear window wiper, Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Til",2023-05-04T08:21:46.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U32121,Hyundai Elantra HEV Limited,2023,20000-29999,28099,"1121 Old Country Rd Westbury, NY 11590",Y,Y,N,KMHLN4AJ1PU041832,6-Speed DCT Automatic,DCT,1.6L I4 16V GDI DOHC Hybrid,1600.0,Hybrid,"",4836,mi.,sedan,Front-wheel Drive,Scarlet Red Pearl,Yes,None reported,,Yes,"2023 Hyundai Elantra Hybrid Limited Scarlet Red Pearl FWD 6-Speed Dual Clutch I4 Oil and filter changed Safety inspection performed Wiper(s) replaced Tires rotated ONE OWNER, CLEAN CAR FAX NO ACCIDENTS, SERVICE RECORDS AVAILABLE, I4. Recent Arrival! CARFAX One-Owner. Clean CARFAX. Odometer is 3062 m|…|iles below market average! 49/52 City/Highway MPG No two offers can be combined! Dealership not responsible for typographical errors. Save up to $1,200! Westbury Toyota has NO HIDDEN FEES!",2023-05-04T08:23:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
23BC123A,Nissan Altima 2.5 SV,2023,20000-29999,27988,"525 Jake Alexander Boulevard South Salisbury, NC 28147",Y,Y,N,1N4BL4DV2PN314250,Automatic Xtronic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",4934,mi.,sedan,Front-wheel Drive,Brilliant Silver Metallic,Yes,At least 1 accident or damage reported,Yes,Yes,2023 Nissan Altima 2.5 SV CVT with Xtronic FWD CVT with Xtronic. 27/39 City/Highway MPG,2023-05-04T08:48:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L2141,Toyota Camry LE,2023,20000-29999,28588,"39765 US HIGHWAY 280 Sylacauga, AL 35150",Y,Y,N,4T1C11AK4PU107843,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",6328,mi.,sedan,Front-wheel Drive,Red,No,None reported,,No,"Summary: Toyota Of Sylacauga is committed to 100% customer satisfaction, no exceptions. Equipment: Just the right size to accommodate all your needs. It has room for passengers and plenty of trunk space. This Toyota Camry has an automatic transmission. Protect it from unwanted accidents with a cutti|…|ng edge backup camera system. This 2023 Toyota Camry has a clean CARFAX vehicle history report. Maintaining a stable interior temperature in this 2023 Toyota Camry is easy with the climate control system. The vehicle features cruise control for long trips. Electronic Stability Control is one of many advanced safety features on the Toyota Camry. This 2023 Toyota Camry has a L4, 2.5L high output engine. This 2023 Toyota Camry is front wheel drive. This 2023 Toyota Camry is equipped with a gasoline engine. This 2023 Toyota Camry features a hands-free Bluetooth phone system. Help alleviate lower back pain with the driver seat lumbar support in this vehicle. This model gleams with a flashy red exterior. Packages: Equipment listed is based on original vehicle build. Please confirm the accuracy of the included equipment by calling the dealer prior to purchase.",2023-05-04T08:44:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
SP3595,Subaru Crosstrek Sport,2023,20000-29999,29987,"3999 S Memorial Dr Winterville, NC 28590",Y,Y,N,JF2GTHSC1PH226072,Automatic CVT,CVT,2.5L H4 16V GDI DOHC,2500.0,Gasoline,"",6615,mi.,suv,All-wheel Drive,Ice Silver Metallic,No,None reported,,No,"Only 6,615 Miles! Delivers 34 Highway MPG and 27 City MPG! This Subaru Crosstrek boasts a Regular Unleaded H-4 2.5 L/152 engine powering this Variable transmission. SUNSHADE - WINDSHIELD -inc: Part number SOA3991322, REAR BUMPER COVER -inc: Part number E771SFL100, MOONROOF & BSD W/RCTA & 8.0 MULTIME|…|DIA PLUS AUDIO -inc: Blind Spot Detection w/Rear Cross-Traffic Alert, system off switch, exterior power mirrors w/BSD/RCTA detection indicator, rear radar detection sensors, blind-spot detection, lane change assist and rear cross-traffic alert audible vehicle detection warning, Power Moonroof, tilt up and internal retracting w/auto-open/close, Laminated, UV and dark tint moonroof glass, Radio: Subaru STARLINK 8.0 Multimedia Plus System, AM/FM stereo, HD Radio, single disc CD player w/MP3/WMA/CRR/RW file capability, multi-touch gesture high resolution display screen, voice activated controls, Bluetooth audio streaming and hands-free phone connectivity, Bluetooth hands-free SMS text messaging connectivity, Near Field Communication (NFC), iPod control capability, SiriusXM All Access Radio (4 months free trial/subscription required after), SiriusXM Travel Link (4 months free trial/subscription required after), smartphone integration: AHA, Android Auto,.This Subaru Crosstrek Comes Equipped with These Options ICE SILVER METALLIC, GRAY W/YELLOW STITCHING, STARTEX UPHOLSTERY, AUTO-DIMMING MIRROR W/COMPASS -inc: Part number H501SSG203, ALL-WEATHER FLOOR LINERS -inc: Part number J501SFL131, Wheels: 17 x 7.0J Alum Alloy Dark Gray Met Finish -inc: Sport type, Variable Intermittent Wipers w/Heated Wiper Park, Trip Computer, Transmission: Lineartronic CVT -inc: straight-type shift lever w/shift position indicator, steering wheel paddle-shift control switches, 8-speed manual shift mode function, lock-up torque converter, X-MODE/DUAL-MODE system: snow/dirt, deep snow/mud and hill descent control (HDC) and incline start assist, Transmission w/Driver Selectable Mode and Sequential Shi",2023-05-04T08:26:01.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P3193340,Toyota Corolla Hatchback SE,2023,20000-29999,28995,"204 NE Loop 820 Hurst, TX 76053",Y,Y,N,JTND4MBE7P3193340,Automatic CVT,CVT,2.0L I4 16V PDI DOHC,2000.0,Gasoline,"",2601,mi.,hatchback,Front-wheel Drive,Finish Line Red / Midnight Black Metallic,No,None reported,,No,"Welcome to Freeman Toyota. Test drives delivered to your home or work, deals made over the phone or email, complimentary delivery of vehicles and paperwork up to 100 miles . From the comfort of your home you can shop, get pricing, and trade value. We will deliver your vehicle and paperwork. All of o|…|ur cars are hand picked and inspected for your piece of mind. This Toyota is equipped with the following options:Clean CARFAX. Finish Line Red/Midnight Black MetallicFWD CVT 2.0L I4Recent Arrival! Odometer is 864 miles below market average! 32/41 City/Highway MPG FREE DELIVERY UP TO 100 MILES FROM OUR DEALERSHIP!",2023-05-04T08:47:48.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T1274,Toyota Camry SE,2023,20000-29999,29983,"1719 SW College Rd Ocala, FL 34471",Y,N,Y,4T1S11AK1PU721471,Automatic,Automatic,Regular Unleaded I-4 2.5 L/152,2500.0,Gasoline,28–39 mpg,4654,mi.,sedan,Front-wheel Drive,Gray,Yes,None reported,,No,"Certified.|Predawn Gray Mica 2023 Toyota Camry SE|CARFAX One-Owner. Ash w/Fabric Seat Trim.|Priced below KBB Fair Purchase Price! 28/39 City/Highway MPG|Toyota Combined Details:|Transferable Warranty|160 Point Inspection (for Toyota Certified Used Vehicles program), 174 P|…|oint Inspection (for Toyota Certified Used Hybrids program)|Vehicle History|Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date (for Toyota Certified Used Vehicles program)|Roadside Assistance|Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile (for Toyota Certified Used Vehicles program), Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. HV Battery Warranty coverage for 10 years/150,000 miles. (2020 model year forward Hybrid-Related) 8 years/100,000 miles, whichever comes first, from original date of first use when sold as new. Fuel Cell Vehicle Warranty 8 years/100,000 mile (whichever comes first) on key fuel cell components. Roadside Assistance for 7 Year / 100,000 Mile (for Toyota Certified Used Hybrids program)|Warranty Deductible: $0|Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date",2023-05-04T08:56:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
88871A,Toyota Corolla LE,2023,20000-29999,26997,"10400 Auto Park Ave Bethesda, MD 20817",N,N,Y,5YFB4MDE0PP019500,Automatic CVT,CVT,2.0L I4 16V PDI DOHC,2000.0,Gasoline,"",655,mi.,sedan,Front-wheel Drive,UNDERGROUND,Yes,None reported,,No,"TOYOTA CERTIFIED WITH A LIMITED 7 YEAR/100,000 MILES POWERTRAIN WARRANTY....BETTER THEN NEW!!!, ONLY 655 MILES, 1 OWNER, TSS 3.0 SAFETY FEATURES, Apple CarPlay & Android Auto compatible, Recent Arrival!, 32/41 City/Highway MPG. Toyota Certified Used Vehicles Details:  Roadside Assistance  160 Poin|…|t Inspection  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  Warranty Deductible: $0  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile  Vehicle History  Transferable Warranty TOYOTA SAFETY SENS 3.0 Pre-Collision System with Pedestrian Detection , Proactive Driving Assist , Lane Departure Alert with Steering Assist , Automatic High Beams , Road Sign Assist , and Full-Speed Range Dynamic Radar Cruise Control. Clean CARFAX. Underground 2023 Toyota Corolla LE FWD CVT 2.0L I4 DOHC 16V Toyota Certified Used Vehicles Certified, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, AM/FM radio: SiriusXM, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Safety Connect (up to 10-year trial subscription), Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Premium Fabric Seat Trim, Radio data system, Radio: 8 Toyota Audio Mul",2023-05-04T08:18:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
M14930,Kia Sportage LX,2023,20000-29999,28079,"4825 Sunrise Hwy Bohemia, NY 11716",Y,Y,Y,KNDPUCAF3P7041232,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",14859,mi.,suv,All-wheel Drive,Snow White Pearl,Yes,None reported,,No,"23/28 City/Highway MPG Clean CARFAX. CARFAX One-Owner. 17 Alloy Wheels, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio, Apple CarPlay & Android Auto, Auto High-beam Headlights, Axle Ratio: 3.648, Brake assist, Bumpers: body-color, Carpeted Floor Mats, Cloth|…|Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Fully automatic headlights, Heated door mirrors, Heated front seats, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM/HD Audio System, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers. 2023 Kia Sportage LX Certified. Kia Certified Pre-Owned Details:  Transferable Warranty  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) Platinum Coverage from certified purchase date  Vehicle History  165 Point Inspection  Roadside Assistance  Warranty Deductible: $50  Includes Rental Car and Trip Interruption Reimbursement. 3 month Sirius trial subscription Thank you for choosing Generation Kia where you can Shop Your Way! All of our Pre-Owned vehicles go through a 152 point inspection to ensure that we deliver a quality vehicle 100% of the time. We poll all of the major websi",2023-05-04T08:17:13.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
P3122,Hyundai Sonata SEL,2023,20000-29999,28673,"3516 Laurel Fort Meade Rd Laurel, MD 20724",Y,Y,Y,KMHL14JAXPA271866,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4,2500.0,Gasoline,"",6739,mi.,sedan,Front-wheel Drive,Portofino Gray,Yes,None reported,,No,"2023 Hyundai Sonata SEL Portofino Gray NAVIGATION, SUNROOF/MOONROOF, USB/AUX, BLUE TOOTH, CARFAX CERTIFIED, ONE OWNER, SERVICED HERE, New Tires!, New Oil change and New oil filter, BLIND SPOT MONITOR, PRE COLLISION SYSTEM, BACK UP CAMERA, APPLE CAR PLAY, LOW MILES, PANORAMIC MOONROOF, LANE ASSIST, D|…|ark Gray Cloth, 17 x 7.0J Aluminum Alloy Wheels, Alloy wheels, Apple CarPlay & Android Auto, Automatic temperature control, Front dual zone A/C, Heated Front Bucket Seats, Heated front seats, Navigation System, Power driver seat, Premium Cloth Seating Surfaces, Radio: AM/FM/MP3/HD/SiriusXM Display Audio w/Nav, Remote keyless entry, Speed control. Hyundai Certified Pre-Owned Details:  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Warranty Deductible: $50  Roadside Assistance  Vehicle History  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection CARFAX One-Owner. Clean CARFAX. 27/37 City/Highway MPG",2023-05-04T08:29:08.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
LHU23107,Hyundai Tucson SEL,2023,20000-29999,28480,"5785 Peachtree Industrial Blvd Atlanta, GA 30341",Y,Y,Y,5NMJBCAE1PH203144,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",4182,mi.,suv,All-wheel Drive,Calypso Red,Yes,None reported,,No,"Certified. CARFAX One-Owner. Clean CARFAX. 2023 Hyundai Tucson SEL Calypso Red HYUNDAI CERTIFIED, AWD. Hyundai Certified Pre-Owned Details:  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle elig|…|ibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Vehicle History  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50  Roadside Assistance",2023-05-04T08:46:41.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
N230005,Nissan Rogue S,2023,20000-29999,27980,"725 Alpha Rd Beavercreek, OH 45434",N,Y,Y,5N1BT3AB0PC682397,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",7577,mi.,suv,All-wheel Drive,Caspian Blue,Yes,None reported,,No,"Former Dealership Courtesy Vehicle Nissan Certified w/7-Year 100,000 Mile Limited Warranty!! More Value Than Buying New!! 28/35 City/Highway MPG!! Certified. Caspian Blue Metallic 2023 Nissan Rogue S Nissan Certified Details:  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from|…|original in-service date  Vehicle History  Roadside Assistance  Plus 1 Year Pre-Paid Maintenance Included.  Transferable Warranty  167 Point Inspection  Warranty Deductible: $100 17 Aluminum Alloy Wheels, Auto High-beam Headlights, Black Splash Guards (Set of 4), Blind Spot Warning, Chrome Rear Bumper Protector, First Aid Kit, Floor Mats w/1-Piece Cargo Area Protector, Fully automatic headlights, Rear Parking Sensors, USB Charging Cable Set - Nissan. Ask how your next vehicle could be FREE! All qualifying vehicles include the Jeff Schmitt Advantage: Complimentary Vehicle Maintenance for 1 year which includes 2 free oil changes and 2 free tire rotations; we also will provide you with a complimentary loaner vehicle while we work on your vehicle so you don't have to wait; 72 Hour Exchange Policy; our Best Value Guarantee; Elite Vehicle Delivery which includes two sets of keys, a full tank of gas, and a vehicle that has been detailed just for you; and a free CARFAX report on any pre-owned vehicle in our inventory. (See dealer for details.) Prices do not include applicable tax, title, license, doc fees, or any dealer adds. Pricing incentives listed cannot be combined with any special manufacturer APR rates.",2023-05-04T08:29:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
5195770,Kia Soul GT-Line 2.0L,2023,20000-29999,24984,"851 S Main St LaBelle, FL 33935",Y,Y,N,KNDJ53AU9P7195770,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",5057,mi.,hatchback,Front-wheel Drive,Surf Blue,Yes,None reported,,Yes,"SURF BLUE W/BLACK ROOF, GT-LINE DESIGNER PACKAGE, CARPETED FLOOR MATS, BLACK, COMBINATION CLOTH/ARTIFICIAL LEATHER SEAT TRIM, Wheels: 18 Alloy, Vinyl Door Trim Insert, Variable Intermittent Wipers, Trip Computer, Transmission: Intelligent Variable Automatic -inc: drive mode select, Transmission w/Se|…|quential Shift Control. This Kia Soul has a powerful Regular Unleaded I-4 2.0 L/122 engine powering this Variable transmission.  Experience a Fully-Loaded Kia Soul GT-Line  Tires: P235/45R18, Tailgate/Rear Door Lock Included w/Power Door Locks, Strut Front Suspension w/Coil Springs, Streaming Audio, Steel Spare Wheel, Smart Device Remote Engine Start, Single Stainless Steel Exhaust, Side Impact Beams, Remote Releases -Inc: Mechanical Fuel, Remote Keyless Entry w/Integrated Key Transmitter, Illuminated Entry, Illuminated Ignition Switch and Panic Button, Rear Child Safety Locks, Radio: AM/FM/MP3/HD Audio System -inc: UVO link, navigation, SiriusXM, 10.25 color touch screen, 6 speakers, support for Android Auto and Apple CarPlay, USB input, audio remote control, Bluetooth hands-free w/voice recognition and black shark fine type antenna, Radio w/Seek-Scan, Clock, Speed Compensated Volume Control, Aux Audio Input Jack, Steering Wheel Controls and Voice Activation, Proximity Key For Doors And Push Button Start, Power Rear Windows and Fixed 3rd Row Windows, Power Door Locks w/Autolock Feature, Power 1st Row Windows w/Driver 1-Touch Down, Passenger Seat, Outside Temp Gauge, Outboard Front Lap And Shoulder Safety Belts -inc: Rear Center 3 Point, Height Adjusters and Pretensioners.  Visit Us Today  Test drive this must-see, must-drive, must-own beauty today at LaBelle Ford, 851 S Main St, La Belle, FL 33935.",2023-05-04T08:34:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
TOM230876A,Toyota Corolla Hybrid XLE,2023,20000-29999,29901,"4141 Southwestern Blvd Orchard Park, NY 14127",Y,Y,N,JTDBCMFE6P3012592,Automatic CVT,CVT,1.8L I4 16V MPFI DOHC Hybrid,1800.0,Hybrid,"",1240,mi.,sedan,Front-wheel Drive,Midnight Black Metallic,Yes,None reported,,Yes,"CALL 716-648-4141 WEST HERR TOYOTA OF ORCHARD PARK! OVER 2,000 VEHICLES AVAILABLE FOR IMMEDIATE DELIVERY! CALL US TODAY FOR A TEST-DRIVE! . Blind-Spot Monitors, Lane Keeping Assist, 16 Alloy Wheels, ABS brakes, Electronic Stability Control, Exterior Parking Camera Rear, Illuminated entry, Power Til|…|t/Slide Moonroof w/Sliding Sunshade, Radio: JBL Premium Audio, Remote keyless entry, Traction control. Recent Arrival! Certified. CARFAX One-Owner. Clean CARFAX. 2023 Toyota Corolla Hybrid XLE Midnight Black Metallic CVT FWD 1.8L DOHC 16V VVT Toyota Certified Used Vehicles Details:   Warranty Deductible: $0  Vehicle History  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  160 Point Inspection  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  Roadside Assistance  Transferable Warranty IMPORTANT RECALL INFORMATION. Some vehicles may be subject to un-repaired safety recalls. Go to www.safercar.gov to learn whether an individual vehicle is subject to an open recall.",2023-05-04T08:21:16.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
