card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
FE26196,Kia Sportage LX,2023,20000-29999,25873,"7833 S Autoplex Loop Tempe, AZ 85284",N,N,N,KNDPU3AF2P7035776,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",27836,mi.,suv,Front-wheel Drive,Fusion Orange,Yes,None reported,,No,"REMOTE KEYLESS ENTRY, 8 TOUCHSCREEN DISPLAY, BACKUP CAMERA WITH REAR PARKING SENSORS, FORWARD COLLISION WARNING, LANE KEEP ASSIST WITH LANE DEPARTURE WARNING, APPLE CARPLAY, GOOGLE ANDROID AUTO, STEERING WHEEL CONTROLS AND BLUETOOTH CONNECTION!! Bill Luke Tempe is a family owned and operated busines|…|s that has done business the right way since 1927. You can buy with confidence! Unlike our competitors, our RECONDITIONING COSTS are INCLUDED in the sales price. Bill Luke Tempe's price is based on Kelley Blue Book Price AdvisorTM - which allows you to see what other Arizona residents have paid for the same year, make and model of vehicle while considering vehicle mileage. See dealer for details or visit www.billluketempe.com to see the difference for yourself!",2023-05-04T08:32:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U795498A,Toyota Camry LE,2023,20000-29999,25757,"3001 US-19 Holiday, FL 34691",Y,Y,Y,4T1C11AK8PU114651,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3311,mi.,sedan,Front-wheel Drive,Midnight Black Metallic,No,None reported,,No,"THE BEST NEW CARS MAKE THE BEST USED CARS  Sun Toyota! Great Cars! Great People! Great Prices! At SUN TOYOTA you receive a REAL LIFETIME POWERTRAIN WARRANTY!  UNLIMITED TIME - UNLIMITED MILES honored anywhere in the USA and Canada  This is a TOYOTA CERTIFIED USED VEHICLE! Clean CARFA|…|X. Certified. SUN CERTIFIED, Low Miles, Local Trade, Well Maintained, Dealer Maintained, Carfax Service Records Available, Florida owned, Bought here and traded here, This is on original SUN Toyota car, Quite possibly the BEST VALUE on the market for the Money, Here at Sun Toyota, we try to make the purchase process as easy and hassle free as possible, At Sun Toyota we have ALL your Financing needs, Good credit, slow credit, no credit, we can help, One Owner, Toyota Safety Sense-P: Pre-Collision Sys w/Pedestrian Detection, Dynamic Radar Cruise Control, La, FRESH OIL CHANGE AND FILTERS!!!, Camry LE, 4D Sedan, 2.5L I4 DOHC 16V, 8-Speed Automatic, FWD, Midnight Black Metallic, Ash w/Fabric Seat Trim, 4-Wheel Disc Brakes, 6 Speakers, 7.5J x 17 Alloy Wheels, ABS brakes, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Electronic Stability Control, Exterior Parking Camera Rear, Four wheel independent suspension, Front Bucket Seats, Front dual zone A/C, Fully automatic headlights, Power door mirrors, Power driver seat, Radio: Audio, Remote keyless entry, Security system, Speed control, Split folding rear seat, Steering wheel mounted audio controls, Telescoping steering wheel, Tilt steering wheel, Traction control, Variably intermittent wipers. Midnight Black Metallic LE FWD 8-Speed Automatic 2.5L I4 DOHC 16V28/39 City/Highway MPGToyota Certified Used Vehicles Details: Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile Roadside Assistance 160 Point Inspection Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV p",2023-05-04T08:55:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
R230096,Hyundai Kona N Line,2023,20000-29999,29500,"14700 Buck Hill Rd Burnsville, MN 55306",Y,Y,N,KM8K3CA31PU942888,Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",3235,mi.,suv,All-wheel Drive,Lunar White,No,None reported,,No,"GREAT MILES 3,235! Turbo, PREMIUM sound system, Alloy WHEELS, NAVIGATION, Power SUNROOF, Back-Up CAMERA, HEATED Seats, CARPETED FLOOR MATS. READ MORE!DISCOVER THE LUTHER ADVANTAGEThe Luther Advantage is a complete and comprehensive package of benefits designed to make buying-and driving-a vehicle fr|…|om the Luther dealerships a pleasant and convenient experience. From the peace of mind that comes with a 5 Day-500 Mile Return or Exchange Policy, 30 Day 1,500 miles Full Warranty and 60 Day 2,500 miles Limited Powertrain Warranty and Free CARFAX Reports & Clean Title Guarantee on pre-owned vehicles, as well as providing Luther customers with full range of valuable savings at participating Holiday Stationstores including 10 cents off a gallon, $6 for The Works car wash among other advantages and guarantees. As much as we like satisfying customers, we like keeping them even more.ITS BETTER IN BURNSVILLELuther Burnsville Hyundai is the recipient of the 2019 Dealer of the Year Award and the 2019 Customer Satisfaction Award from Dealer Rater. Thank you to our wonderful customers for this achievement. At Luther Burnsville Hyundai, we pledge to provide you the highest level of customer service! We put all our vehicles through a strict Multi-Point Inspection. Come in and ask your salesperson to show you the work order for this vehicle today!OPTION PACKAGESCARPETED FLOOR MATS.Check whether a vehicle is subject to open recalls for safety issues at safercar.gov",2023-05-04T08:34:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
9AN327R,Hyundai Kona N Line,2023,20000-29999,29499,"8100 Lakeland Ave N Brooklyn Park, MN 55445",Y,Y,Y,KM8K3CA32PU981649,Automatic,Automatic,Intercooled Turbo Regular Unleaded I-4 1.6 L/98,1600.0,Gasoline,27–32 mpg,7201,mi.,suv,All-wheel Drive,Lunar White,Yes,None reported,,No,"Only 9 Miles! Delivers 32 Highway MPG and 27 City MPG! This Hyundai Kona boasts a Intercooled Turbo Regular Unleaded I-4 1.6 L/98 engine powering this Automatic transmission. Front And Rear Anti-Roll Bars, OPTION GROUP 01  -inc: standard equipment, LUNAR WHITE.|This Hyundai Kona Feat|…|ures the Following Options|CARGO PACKAGE  -inc: cargo block, Cargo Tray, Cargo Net , BLACK, SPORT CLOTH SEAT TRIM, Wheels: 18\" x 7.5J Alloy, Wheels w/Machined w/Painted Accents Accents, Variable intermittent wipers, Valet Function, Trip computer, Transmission: 7-Speed EcoShift Dual Clutch, Transmission w/Driver Selectable Mode and SHIFTRONIC Sequential Shift Control, Tires: 235/45R18 All-Season.|Visit Us Today|Live a little- stop by Walser Hyundai MN020 located at 8100 Lakeland Ave N, BROOKLYN PARK, MN 55445 to make this car yours today!",2023-05-04T08:26:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
U10976L,Hyundai Tucson SEL,2023,20000-29999,28698,"360 W Sunrise Hwy Valley Stream, NY 11581",Y,Y,Y,5NMJBCAE9PH163329,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",5960,mi.,suv,All-wheel Drive,Calypso Red,Yes,None reported,Yes,Yes,"The Finance For amount is reflective after $1995 down, subject to primary lenders approval.Price subject to change. Subject to primary lenders approval. All prices exclude tax, title, $695 dealer fees, tags, license & DMV. Must finance through dealer when applicable & take same day delivery.Internet|…|pricing cannot be combined with special low rates or through credit union. Sorry but we cannot extend special Internet pricing without a printed copy of the on-line pricing, and your in-store price may exceed our special on-line pricing. To take advantage of our special Internet discounts, please print this page and present it to your salesperson. Hyundai Certified Pre-Owned Details:  Warranty Deductible: $50  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection  Roadside Assistance  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Vehicle History  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date Alloy Wheels, Backup Camera, Bluetooth, CLEAN VEHICLE HISTORY...NO ACCIDENTS, Convenience Package, License Plate Front Mount Package, ONE OWNER, PASSES STATE INSPECTION, Power Mirror Package, REMAINDER OF FACTORY WARRANTY, Rear Climate Package, GOOD BRAKES, GOOD TIRES, AWD, Apple CarPlay & Android Auto, Cargo Net, Cargo Package, Cargo Tray, First Aid Kit, Option Group 01. Calypso Red 2023 Hyundai Tucson SEL AWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 DGI DOHC 16V LEV3-ULEV70 187hp 23/28 City/Highway MPG",2023-05-04T08:27:00.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU947697,Hyundai Kona SEL,2023,20000-29999,25425,"10450 Federal Boulevard Westminster, CO 80234",Y,Y,N,KM8K3CAB9PU947697,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",4342,mi.,suv,All-wheel Drive,Ultra Black,No,None reported,,No,"THIS VEHICLE NICELY EQUIPPED WITH : Convenience Package (10.25 Touchscreen Navigation, Automatic Temperature Control, Heated Front Seats, Hidden Cargo-Area Storage Compartment, Hyundai Digital Key, Leather-Wrapped Shift Knob, Leather-Wrapped Steering Wheel, Option Group 02, Over-the-Air (OTA) Map Up|…|dates, Power Tilt-and-Slide Sunroof, and Wireless Device Charging), Kona SEL, AWD, Ultra Black Pearl, 17 x 7.0J Alloy Wheels, 4-Wheel Disc Brakes, 5.715 Axle Ratio, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Brake assist, Bumpers: body-color, Cargo Net, Cargo Tray, Carpeted Floor Mats, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Heated door mirrors, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio: AM/FM/HD/SiriusXM Audio System, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, and Variably intermittent wipers. 2023 Hyundai Kona Clean CARFAX. 28/33 City/Highway MPG Certified. AWD Hyundai Certified Pre-Owned Details:  Limited Warranty: 60 Month/60,000 Mile (w",2023-05-04T08:54:15.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
17980,Hyundai Sonata SEL,2023,20000-29999,28999,"305 State Rt 17 Mahwah, NJ 07430",N,N,Y,KMHL14JA3PA255623,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3687,mi.,sedan,Front-wheel Drive,Metallic,No,None reported,,No,"CARFAX One-Owner. Clean CARFAX. Certified. Portofino Gray 2023 Hyundai Sonata SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Dark Gray Cloth, 12.3 LCD Instrument Cluster, 2nd Row Air Vent, 2nd Row USB Charge Port, Auto-Dimming Rear-View Mirror, Convenience Package, Hyundai Digital Key, Leather-Wr|…|apped Steering Wheel, LED Interior Lights, Option Group 02, Panoramic Sunroof, Wireless Device Charging. CERTIFIED PRE-OWNED MARKED DOWN FOR OUR CERTIFIED PRE-OWNED INVENTORY CLEARANCE !! Check out this HYUNDAI CERTIFIED PRE-OWNED vehicle with tons of great features. Every Certified Pre-Owned car from Liberty Hyundai comes with the full balance of the 10yr/100000mi powertrain limited warranty and your choice of the balance of the 5yr/60000mi or a 10yr/100000 new vehicle limited warranty (See dealer for details). Low APR financing is also available. It also comes with the peace of mind of a 150 point inspection, 24/7 roadside assistance, rental car benefits, and a free CARFAX history report. OUR PRICES INCLUDE RECONDITIONING. Price includes all costs to be paid by the consumer except for licensing, registration, taxes, and $495 Doc fee. Although every reasonable effort has been made to ensure the accuracy of the information contained on this site, absolute accuracy cannot be guaranteed and is the responsibility of the purchaser to verify packaging, equipment, etc. This site, and all information and materials appearing on it, are presented to the user as is without warranty of any kind, either express or implied. All vehicles are subject to prior sale. See dealer for details.27/37 City/Highway MPG",2023-05-04T08:13:53.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU93857A,Hyundai Kona SEL,2023,20000-29999,27935,"2110 NJ-35 Sea Girt, NJ 08750",Y,Y,N,KM8K3CAB3PU938574,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",11910,mi.,suv,All-wheel Drive,Ultra Black,No,None reported,Yes,Yes,"======: CARFAX 1-Owner, Superb Condition. PRICE DROP FROM $28,935, FUEL EFFICIENT 33 MPG Hwy/28 MPG City! $3,500 below J.D. Power Retail! SEL trim. Heated Seats, Nav System, Moonroof, Onboard Communications System, iPod/MP3 Input, Back-Up Camera. ======KEY FEATURES INCLUDE: All Wheel Drive, Satellit|…|e Radio ======OPTION PACKAGES: CONVENIENCE PACKAGE Option Group 02, Automatic Temperature Control, Leather-Wrapped Shift Knob, Hyundai Digital Key, Power Tilt-and-Slide Sunroof, Wireless Device Charging, Hidden Cargo-Area Storage Compartment, 10.25 Touchscreen Navigation, Heated Front Seats, Leather-Wrapped Steering Wheel, Over-the-Air (OTA) Map Updates, ROOF RACK CROSS RAILS, CARPETED FLOOR MATS. ======EXCELLENT VALUE: Was $28,935. This Kona is priced $3,500 below J.D. Power Retail. ======SERVICE COMPLETED: Service Work completed on this Hyundai Kona included: Complete Multi-Point Inspection, Battery Voltage Test, Tires Inspected, Brake Inspection, Emissions System Check, Professional Detailed Inside and Out, Function Test all Lights, Check the Complete Exhaust System, Cooling System Inspection, Transmission Fluid Inspection, Differential Fluid Inspection, Function Test all Options & Accessories. ======OUR OFFERINGS: EXPERIENCE THE WAY CAR BUYING SHOULD BE. EXPERIENCE LESTER GLENN! Lester Glenn Honda offers complimentary loaner vehicles and shuttle service while your vehicle is in for service with every pre-owned vehicle purchase! Call now for more details: 732-655-1376. Factory certification is subject to location of purchase. See dealer for details. The pricing listed on this vehicle is subject to change and does not include any taxes or fees. Vehicle is subject to availability. Though every effort has been made to ensure accurate information is displayed, we strongly recommend confirming vehicle ava",2023-05-04T08:23:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
AN1251A,Nissan Rogue S,2023,20000-29999,28699,"1100 W Dundee Rd Arlington Heights, IL 60004",Y,Y,Y,5N1BT3ABXPC747434,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",2554,mi.,suv,All-wheel Drive,Glacier White,Yes,None reported,,Yes,"AWD, Apple CarPlay and Android Auto, Bluetooth, Back Up Camera, Blind Spot, Rear Cross Traffic, Auto Emergency Braking, USB Port, Power Mirrors, 17 Aluminum Alloy Wheels, Air Conditioning, Alloy wheels, Auto High-beam Headlights, Blind Spot Warning, Brake assist, Fully automatic head|…|lights, NissanConnect featuring CarPApple lay and Android Auto, Power door mirrors, Power windows, Rear Parking Sensors, Remote keyless entry, Speed control, Steering wheel mounted audio controls, Tilt steering wheel, Trip computer. CARFAX One-Owner. Clean CARFAX. Odometer is 1099 miles below market average! Priced below KBB Fair Purchase Price! Nissan Certified Details:  Warranty Deductible: $100  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  167 Point Inspection  Plus 1 Year Pre-Paid Maintenance Included.  Vehicle History  Transferable Warranty Certified. 2023 Nissan Rogue S AWD Glacier White CVT with Xtronic 28/35 City/Highway MPG Rohrman VALUE RATED!! At Arlington Nissan we want our customers to know that they are getting to best possible VALUE on their Pre Owned Vehicle. We analyze all current market pricing trends and utilize state of the art pricing guides to insure that our vehicles are priced BELOW current market prices so our customers are getting the BEST deal possible and the peace of mind they deserve! ~We appreciate the opportunity~.",2023-05-04T08:49:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PA4505,Hyundai Kona SEL,2023,20000-29999,25999,"3701 Speedway Drive Findlay, OH 45840",Y,Y,N,KM8K6CAB3PU937674,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",7774,mi.,suv,All-wheel Drive,Thunder Gray,,None reported,Yes,Yes,"Equipment: You'll never again be lost in a crowded city or a country region with the navigation system on this 2023 Hyundai Kona . See what's behind you with the back up camera on it. This unit has a L4, 2.0L high output engine. Expand the cargo capabilities of this small suv by using the installed|…|roof rack. This small suv projects refinement with a racy metallic gray exterior. When you encounter slick or muddy roads, you can engage the four wheel drive on it and drive with confidence. Enjoy the tried and true gasoline engine in this model. It is built for driving comfort with a telescoping wheel. Anti-lock brakes are standard on this 2023 Hyundai Kona . Light weight alloy wheels on this Hyundai Kona are the perfect compliment to a stylish body. This vehicle looks aggressive with a streamlined rear spoiler. It features cruise control for long trips. Additional Information: Vehicle Options listed are when the unit was originally built. Please confirm the accuracy of the included equipment by calling the dealer prior to purchase.",2023-05-04T08:36:47.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH182855,Hyundai Tucson SEL,2023,20000-29999,29631,"10450 Federal Boulevard Westminster, CO 80234",Y,Y,N,5NMJF3AE9PH182855,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3072,mi.,suv,Front-wheel Drive,Portofino Gray,No,None reported,,No,"THIS VEHICLE NICELY EQUIPPED WITH : Convenience Package (10.25 Digital Instrument Cluster, Auto-Dimming Interior Mirror w/Homelink, Dual Automatic Temperature Control, H-Tex Seat Trim, Leather-Wrapped Shift Knob, Leather-Wrapped Steering Wheel, LED Interior Lights (Room, Map), Power Sunroof, Ultraso|…|nic Rear Occupant Alert, and Wheels: 19 x 7.5J Machine-Face Finish Alloy), Tucson SEL, Portofino Gray, Gray Leather, 3.648 Axle Ratio, 4-Wheel Disc Brakes, 6 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Brake assist, Bumpers: body-color, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), First Aid Kit, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power Liftgate, Power steering, Power windows, Radio data system, Radio: AM/FM/HD/SiriusXM Audio System, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Split folding rear seat, Spoiler, Stain & Odor Resistant Cloth Seat Trim, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Tow Hitch, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, and Wheels: 17 x 7.0J Alloy. 2023 Hyundai Tucson Clean CARFAX. 26/33 City/Highway MPG C",2023-05-04T08:44:56.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
132539,Hyundai Santa Fe SEL,2023,20000-29999,29499,"21151 NW 2nd Ave Miami, FL 33169",Y,Y,N,5NMS24AJ2PH522124,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",11850,mi.,suv,Front-wheel Drive,Serenity White Pearl,Yes,At least 1 accident or damage reported,,No,"Usb Port, Tire Pressure Monitoring, Side Airbags, Satellite Radio Xm, Rear Spoiler, Projector Headlamps, Premium Wheels, Power Seats, Power Mirrors, Power Liftgate / Trunk, Lumbar Support, MP3, Lane Departure Warning, Navigation, Keyless Entry, Keyless Start, Heated Seats , Dual Zone Climate Cont|…|rol, Collision Prevention, Carfax 1 Owner, Bluetooth, Blind Spot Monitoring, Back Up Camera, Auxiliary Power Outlet, Automatic Climate Control , Apple CarPlay, Android Auto.|We offer the nations highest quality used vehicles at below-market pricing. With our 3-Day Return and 5-Day Exchange policies, we give you the ultimate peace of mind with your purchase. We offer easy online buying with at-home delivery or a fast in-showroom experience. It's car buying at your pace online or in the showroom.",2023-05-04T08:43:28.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
RC230185,Hyundai Santa Fe SE,2023,20000-29999,28000,"14700 Buck Hill Rd Burnsville, MN 55306",Y,Y,Y,5NMS1DAJ5PH500928,Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3387,mi.,suv,All-wheel Drive,Stormy Sea,Yes,None reported,,No,"CARFAX 1-OwnerHyundai Certified, ONLY 3,355 Miles! Alloy WHEELS, Back-Up CAMERA, PREMIUM sound system, TOW HITCH, Hitch, CARPETED FLOOR MATS, Lane Keeping Assist. AND MORE!DISCOVER THE LUTHER ADVANTAGEThe Luther Advantage is a complete and comprehensive package of benefits designed to make buying-|…|and driving-a vehicle from the Luther dealerships a pleasant and convenient experience. From the peace of mind that comes with a 5 Day-500 Mile Return or Exchange Policy, 30 Day 1,500 miles Full Warranty and 60 Day 2,500 miles Limited Powertrain Warranty and Free CARFAX Reports & Clean Title Guarantee on pre-owned vehicles, as well as providing Luther customers with full range of valuable savings at participating Holiday Stationstores including 10 cents off a gallon, $6 for The Works car wash among other advantages and guarantees. As much as we like satisfying customers, we like keeping them even more.ITS BETTER IN BURNSVILLELuther Burnsville Hyundai is the recipient of the 2019 Dealer of the Year Award and the 2019 Customer Satisfaction Award from Dealer Rater. Thank you to our wonderful customers for this achievement. At Luther Burnsville Hyundai, we pledge to provide you the highest level of customer service! We put all our vehicles through a strict Multi-Point Inspection. Come in and ask your salesperson to show you the work order for this vehicle today! today!PURCHASE WITH CONFIDENCE150-Point Inspection and Reconditioning, Towing/Rental/Travel Breakdown reimbursement benefits, 10-Year/ 100,000 mile Powertrain Limited Warranty, 24-Hour Roadside Assistance for 10-Years/Unlimited miles, 3-Month of No-Charge SiriusXM Satellite Radio All-Access Trial, Carfax Vehicle History ReportOPTION PACKAGESCheck whether a vehicle is subject to open recalls for safety issues at safercar.gov",2023-05-04T08:30:41.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
CPO087,Hyundai Kona SEL,2023,20000-29999,24997,"3983 North Gloster St Tupelo, MS 38804",Y,Y,Y,KM8K6CAB8PU981069,IVT,IVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",9214,mi.,suv,All-wheel Drive,Lunar White,No,None reported,,No,"Certified. Clean CARFAX. FREE 30 DAY WARRANTY,  NON SMOKER , BACKUP CAMERA, BLUETOOTH, HANDS-FREE, CRUISE CONTROL, KEYLESS ENTRY, POWER LOCKS, POWER WINDOWS, STEERING WHEEL CONTROLS, ASK ABOUT THE POWER OF GUARANTEED CREDIT APPROVAL, WE WILL BUY YOUR CAR EVEN IF YOU DO NOT BUY FROM US. 28/33 C|…|ity/Highway MPG Hyundai Certified Pre-Owned Details:  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection  Warranty Deductible: $50  Vehicle History  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription FREE 30 DAY WARRANTY FOR ALL CERTIFIED VEHICLES!",2023-05-04T08:55:37.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
350956A,Honda HR-V Sport,2023,20000-29999,29322,"3232 IH-69 Access Road Corpus Christi, TX 78380",Y,Y,N,3CZRZ1H54PM704108,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",4909,mi.,suv,Front-wheel Drive,Milano Red,Yes,None reported,,Yes,"BLUETOOTH, ONE OWNER,  NO ACCIDENTS on Carfax History, CLEAN CAR FAX, LOCAL TRADE-IN, Passed Safety Inspection, Oil and Filter Changed, 4-Wheel Disc Brakes, 5.436 Axle Ratio, 6 Speakers, ABS brakes, Alloy wheels, AM/FM radio, Dual front impact airbags, Dual front side impact airbags, Emergency|…|communication system: HondaLink, Front anti-roll bar, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Overhead airbag, Panic alarm, Radio data system, Radio: 180-Watt Audio System w/6 Speakers, Rear anti-roll bar, Rear window wiper, Security system, Variably intermittent wipers, Wheels: 18 Gloss Black Alloy. 26/32 City/Highway MPG FWD UPFRONT PRICINGNO PRICING GIMMICKS5 DAY-500 MILE EXCHANGE POLICYWE FINANCE with APPROVED CREDITONE YEAR FREE MAINTENANCEBUY WITH CONFIDENCE WE PAY TOP $$$ for TRADESWe will even show you the CARFAX history report and the service department repair order detailing the maintenance performed on the vehicle prior to it going on our lot. We make every effort to service our pre-owned vehicles for your piece of mind! WE BUY CARS, TRUCKS, VANS AND SUVs.. Mike Shaw Pre-Owned Advantage Warranty includes: 3 month limited warranty coverage and free oil changes up to 12,000 miles as well as Free Lifetime Inspections. See dealer for details.",2023-05-04T08:17:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU933871H,Hyundai Kona Limited,2023,20000-29999,29962,"4960 E US Hwy 377 Granbury, TX 76049",Y,Y,N,KM8K5CA32PU933871,7-Speed Automatic,Automatic,1.6L I4 16V GDI DOHC Turbo,1600.0,Gasoline,"",13115,mi.,suv,All-wheel Drive,Pulse Red,No,None reported,,Yes,"CARFAX One-Owner. 2023 Hyundai Kona Limited Limited 4D Sport Utility Pulse Red AWD 1.4L TSI 7-Speed Automatic This vehicle comes well equipped with Option Group 01, 18 x 7.5J Alloy Wheels, 3.174 Axle Ratio, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: Sir|…|iusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Auto-dimming Rear-View mirror, Automatic temperature control, Brake assist, Bumpers: body-color, Cargo Net, Cargo Tray, Carpeted Floor Mats, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, First Aid Kit, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Garage door transmitter: HomeLink, harman/kardon Speakers, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Seat Trim, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof, Power steering, Power windows, Radio: harman/kardon Premium Audio System, Rain sensing wipers, Rear anti-roll bar, Rear seat center armrest, Rear window defroster, Rear window wiper, Remote keyless entry, Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, and Variably intermittent wipers. Clean CARFAX. 27/32 City/Highway MPG At SHOTTENKIRK HYUNDAI located in Gr",2023-05-04T08:31:52.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
