card_id,vehicle,year,price_range,price_usd,location,home_delivery,virtual_appointments,included_warranty,VIN,transmission,transmission_type,engine,engine_vol,fuel,mpg,milage,milage_unit,body,drive,color,one_owner,accidents_or_damage,clean_title,personal_use_only,comment,scrap_date,source_id,dl_loaded_date
23681XA,Honda Civic Sport,2023,20000-29999,29987,"4740 Lima Rd Fort Wayne, IN 46808",Y,Y,N,19XFL2H86PE006328,Automatic CVT,CVT,2.0L I4 16V GDI DOHC,2000.0,Gasoline,"",576,mi.,hatchback,Front-wheel Drive,Gray,,,,,"2023 Honda Civic Sport Local trade, Single Owner, Clean Title, No Accidents, Honda Backed 100k Mile Warranty, Sporty, Low miles, MP3/Bluetooth, Fantastic condition, Honda Certified, Fantastic fuel economy, Lane Watch Assist, Adaptive Cruise Control, Back up camera, Fact|…|ory Remote Start, Don Ayres Honda voted best place to buy a car.29/37 City/Highway MPGCertified.HondaTrue Certified+ Details: Vehicle History Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date Roadside Assistance 182 Point Inspection Honda Care Motor Club Partner for 2 years/50,000 miles (whichever comes first.) Roadside Assistance, Trip Interruption and Concierge Service for the duration of the Certified Pre-Owned Limited Warranty. Up to two complimentary oil changes within the first year of ownership. SiriusXM 90-Day Trial Transferable Warranty Limited Warranty: 60 Month/86,000 Mile (whichever comes first) from original in-service date, if purchased within new vehicle limited warranty period Warranty Deductible: $0Don Ayres Honda, voted Best Place to Buy a Certified Used Car:.",2023-05-04T08:16:58.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
35776C2,Chevrolet Malibu 1LS,2023,20000-29999,25555,"900 Bernadette Dr Columbia, MO 65203",Y,Y,N,1G1ZB5ST7PF123168,Automatic CVT,CVT,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",4601,mi.,sedan,Front-wheel Drive,Mosaic Black Metallic,Yes,None reported,,Yes,"2023 Chevrolet Malibu LS 1LS Mosaic Black Metallic Emergency communication system: OnStar and Chevrolet connected services capable, Exterior Parking Camera Rear, Remote keyless entry, Remote Vehicle Starter System, Steering wheel mounted audio controls, Wireless Apple CarPlay/Wireless Android Auto.|…|Clean CARFAX. CARFAX One-Owner. If you live in Columbia, Hallsville, Centralia, Jefferson City, Mexico, Fulton, Moberly, Sedalia, Camdenton, Montgomery City, St Louis, Kansas City or anywhere else in Missouri you can be sure that we will provide you the best value on the best selection of vehicles. With over 1,000 new, pre-owned and certified vehicles available at our Columbia location, we are your one stop when you are shopping for your next vehicle! When you decide on your vehicle, we offer top notch, on-site financial services professionals who will make qualifying for your lease or loan a simple, easy process. After the sale, our Ford Certified Service Department will keep you on the road with quality Motorcraft parts and guaranteed labor. Stop by and see us in person, give us a call or visit us at www.machensford.com Joe Machens Ford has been serving Missouri for 50 years. Our commitment to service continues with one simple goal: to treat you so well that you dont want to do business anywhere else!",2023-05-04T08:45:41.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
22P372,Hyundai Sonata SEL,2023,20000-29999,26947,"91 Main St Westbrook, ME 04092",N,N,Y,KMHL64JA6PA250241,8-Speed Automatic with Overdrive,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3003,mi.,sedan,Front-wheel Drive,Portofino Gray,No,None reported,,No,"Clean CARFAX. Certified. Portofino Gray 2023 Hyundai Sonata SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 PRICE INCLUDES DEALER DOC FEE!, FACTORY CERTIFIED!!, 100,000 Miles Warranty !!, Sonata SEL, 4D Sedan, 2.5L I4, 8-Speed Automatic with SHIFTRONIC, FWD, Portofino Gray, Dark Gray Cloth.27/37 C|…|ity/Highway MPGHyundai Certified Pre-Owned Details:  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Vehicle History  Warranty Deductible: $50  173+ Point Inspection  Roadside Assistance  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscriptionCALL 1-800-872-7693 TODAY TO SCHEDULE YOUR TEST DRIVE OR COME DOWN WE HAVE HUGE INVENTORY TO SELECT FROM!",2023-05-04T08:31:21.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
57207A,Nissan Rogue S,2023,20000-29999,28800,"6327 State Route 96 Victor, NY 14564",Y,Y,N,5N1BT3AB2PC749307,Automatic CVT,CVT,1.5L I3 12V GDI DOHC Turbo,1500.0,Gasoline,"",4044,mi.,suv,All-wheel Drive,Gun Metallic,Yes,None reported,,Yes,"CARFAX One-Owner. Clean CARFAX. 2023 Nissan Rogue S Gun Metallic AWD CVT with Xtronic 1.5L I3 Turbocharged DOHC 12V LEV3-ULEV50 201hp Charcoal Cloth, 17 Aluminum Alloy Wheels, 4 Speakers, 4-Wheel Disc Brakes, 5.604 Axle Ratio, ABS brakes, Air Conditioning, Alloy wheels, AM/FM Radio, AM/FM radio: Sir|…|iusXM, Auto High-beam Headlights, Black Splash Guards (Set of 4), Blind Spot Warning, Brake assist, Bumpers: body-color, Chrome Rear Bumper Protector, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, First Aid Kit, Floor Mats w/1-Piece Cargo Area Protector, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, NissanConnect featuring Apple CarPlay and Android Auto, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Rear anti-roll bar, Rear Parking Sensors, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Speed control, Speed-Sensitive Wipers, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Charcoal Cloth. 28/35 City/Highway MPG",2023-05-04T08:43:50.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
L802878,Mazda CX-5 Select,2023,20000-29999,29343,"6060 South LaGrange Road Countryside, IL 60525",N,N,N,JM3KFBBM2P0104509,6-Speed Automatic,Automatic,2.5L I4 16V,2500.0,Gasoline,"",6626,mi.,suv,All-wheel Drive,Deep Crystal Blue Mica,No,None reported,,No,"Priced below KBB Fair Purchase Price! 24/30 City/Highway MPG Mazda Certified Pre-Owned Details:  Vehicle History  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) after new car warranty expires or from certified purchase date  Roadside Assistance  Includes Autocheck Vehicle History|…|Report with 3 Year Buyback Protection. 3 month SiriusXM trial subscription.  Warranty Deductible: $0  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  160 Point Inspection  Transferable Warranty",2023-05-04T08:23:12.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
NP3236,Nissan Altima 2.5 S,2023,20000-29999,26267,"5957 W Central Ave Toledo, OH 43615",Y,Y,N,1N4BL4BV5PN324919,Automatic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",4129,mi.,sedan,Front-wheel Drive,Deep Blue Pearl,Yes,None reported,,No,"Recent Arrival! CARFAX One-Owner. Clean CARFAX.  Comfort and Convenience:  Keyless Entry, Steering Wheel Mounted Audio Controls, Cruise Control  Safety and Security:  Traction control, Rear Parking Sensors, Security System  Get More at Yark with Yark Cares! All Yark vehicles hav|…|e Yark Cares added for only $399 with over $2000 in value. Key Protection, Road Hazard, Paint Protection, Rewards Programs, and more! See dealer for details.  (Updated: 05/03/2023 16:02:30) (Updated: 05/03/2023 18:00:22)",2023-05-04T08:17:30.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
HY82957L,Hyundai Tucson SEL,2023,20000-29999,29199,"5000 Old Raleigh Rd Cary, NC 27511",Y,Y,Y,5NMJBCAE4PH173525,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3030,mi.,suv,All-wheel Drive,Portofino Gray,No,None reported,,No,"LIKE NEW!!!, NO ACCIDENTS!!!, AWD, 6 Speakers, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Fully automatic headlights, Heated Front Bucket Seats, Heated front seats, Outside temperature display, Power driver seat, Power Liftgate, Remote keyless entry, Security system, Steering|…|wheel mounted audio controls, Trip computer. 23/28 City/Highway MPG Hyundai Certified Pre-Owned (CPO) vehicles come with a manufacturer warranty, are high quality and in like-new condition! But not every Hyundai Makes the Cut! All Hyundai Certified Pre-Owned vehicles must be five (5) model years or newer, with less than 60,000 miles. They must also pass a comprehensive 173-point quality assurance inspection and have a clean, non-branded title as verified by a CARFAX Vehicle History ReportTM. Every CPO Hyundai Provides the Following Additional Value!: 10 Years / 100k Mile Limited Powertrain Warranty! 10 Year Unlimited Mileage Roadside Assistance and Travel Protection with Rental Car at No Charge! Free Vehicle Carfax Report! 3 Month All Access No Cost Trial of Sirius XM Radio! That is $2,000 of Additional Value! More than Ever Before!!",2023-05-04T08:43:55.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH242209A,Hyundai Tucson SEL,2023,20000-29999,27594,"",Y,Y,N,5NMJBCAEXPH175604,8-Speed Automatic with SHIFTRONIC,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",6257,mi.,suv,All-wheel Drive,White,Yes,None reported,,Yes,"Alloy Wheels / Premium Wheels,  Apple CarPlay/Android Auto,  Backup Camera,  Bluetooth, Hands-Free,  Cruise Control,  Keyless Start,  Keyless Entry,  LED Headlights,  Satellite Radio,  Security System,  Stability Control,  Steering Wheel Controls,  USB Port, AWD. CARFAX On|…|e-Owner. Clean CARFAX. White 2023 Hyundai Tucson 4D Sport Utility SEL 2.5L I4 DGI DOHC 16V LEV3-ULEV70 187hp 8-Speed Automatic with SHIFTRONIC AWD TO KEEP YOU SAFE, WE DELIVER! BUY ONLINE-TEXT-EMAIL-CHAT-PHONE AND WE WILL DELIVER YOUR NEXT VEHICLE TO YOUR DOOR! FROM OUR SALES FLOOR TO YOUR DOOR! IT'S THAT EASY! Call or stop by at West Palm Hyundai at 2301 Okeechobee blvd. West Palm Beach FL 33409.",2023-05-04T08:56:36.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
T352781,Nissan Altima 2.5 SR,2023,20000-29999,29999,"1785 Avalon Parkway McDonough, GA 30253",Y,Y,N,1N4BL4CV1PN352781,Automatic CVT,CVT,2.5L I4 16V GDI DOHC,2500.0,Gasoline,"",428,mi.,sedan,Front-wheel Drive,Gray Sky Pearl,Yes,None reported,,Yes,"Gray Sky Pearl 2023 Nissan Altima 2.5 SR FWD CARFAX One-Owner. CVT with Xtronic Recent Arrival! Odometer is 2550 miles below market average! 27/37 City/Highway MPG This Altima is equipped with: CVT with Xtronic, AM/FM radio: SiriusXM, Blind Spot Warning, NissanConnect featuring Apple CarPlay and And|…|roid Auto, Power driver seat, Rear Parking Sensors.",2023-05-04T08:22:26.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PU746527,Toyota Camry LE,2023,20000-29999,28797,"19723 I-30 Benton, AR 72015",Y,Y,N,4T1C11AK0PU746527,8-Speed Automatic,Automatic,2.5L I4 16V PDI DOHC,2500.0,Gasoline,"",3155,mi.,sedan,Front-wheel Drive,Celestial Silver Metallic,Yes,None reported,,Yes,"2023 Toyota Camry LE FWD 8-Speed Automatic 2.5L I4 DOHC 16V Celestial Silver Metallic Ash Cloth, 4-Wheel Disc Brakes, 6 Speakers, 7.5J x 17 Alloy Wheels, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Auto High-beam Headlights, Automatic temperature co|…|ntrol, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Safety Connect (1-year trial), Exterior Parking Camera Rear, Fabric Seat Trim, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power steering, Power windows, Radio data system, Radio: Audio, Rear anti-roll bar, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Remote keyless entry, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers, Ash Cloth. Odometer is 1687 miles below market average! 28/39 City/Highway MPG Discover the Everett Ford Difference! Call 501-315-4700 today!",2023-05-04T08:42:49.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PR13568,Subaru Impreza Premium,2023,20000-29999,25395,"14 Hartford Tpke Vernon, CT 06066",N,N,N,4S3GTAV63P3703464,Automatic CVT,CVT,2.0L H4 16V GDI DOHC,2000.0,Gasoline,"",8676,mi.,hatchback,All-wheel Drive,Crimson Red Pearl,No,None reported,,No,Crimson Red Pearl 2023 Subaru Impreza Premium AWD CVT Lineartronic 2.0L DOHC Super low miles.|28/36 City/Highway MPG|See you in Vernon!,2023-05-04T08:43:22.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
VW6917A,Volkswagen Taos 1.5T SE,2023,20000-29999,27999,"4620 McHenry Ave, , CA Modesto, CA 95356",Y,Y,Y,3VVEX7B20PM301546,8-Speed Automatic,Automatic,1.5L I4 16V GDI DOHC Turbo,1500.0,Gasoline,"",10077,mi.,suv,Front-wheel Drive,Blue Dusk,Yes,None reported,,Yes,"5 DAY LOVE IT OR LEAVE IT POLICY. 3-MONTH / 3,000 MILE NO QUESTIONS ASKED BUMPER-TO-BUMPER WARRANTY. 28/36 City/Highway MPGCall us at Central Valley Automotive at (209) 526-3305 to make an appointment today!",2023-05-04T08:24:10.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
PH4175,Hyundai Kona SEL,2023,20000-29999,24849,"10401 Papago Fwy Avondale, AZ 85323",Y,Y,N,KM8K62AB5PU948976,Automatic CVT,CVT,2.0L I4 16V MPFI DOHC,2000.0,Gasoline,"",6465,mi.,suv,Front-wheel Drive,Ultra Black,No,None reported,,No,Ultra Black Pearl 2023 Hyundai Kona SEL FWD IVT 2.0L 4-CylinderRecent Arrival! 30/35 City/Highway MPG,2023-05-04T08:33:35.000Z,cars.com scrapper,2023-05-04T15:28:00.859Z
