card_id,ind,url,scrap_date
104313870,5,https://avcdn.av.by/advertbig/0001/9416/6069.jpg,2023-05-03 12:47:49
104313870,6,https://avcdn.av.by/advertbig/0001/9416/6074.jpg,2023-05-03 12:47:49
104313870,7,https://avcdn.av.by/advertbig/0001/9416/6089.jpg,2023-05-03 12:47:49
104313870,8,https://avcdn.av.by/advertbig/0001/9416/6079.jpg,2023-05-03 12:47:49
104313870,9,https://avcdn.av.by/advertbig/0001/9416/6059.jpg,2023-05-03 12:47:49
104187872,1,https://avcdn.av.by/advertbig/0001/8983/6056.jpg,2023-05-03 12:47:50
104187872,2,https://avcdn.av.by/advertbig/0001/8983/6061.jpg,2023-05-03 12:47:50
104187872,3,https://avcdn.av.by/advertbig/0001/8983/6066.jpg,2023-05-03 12:47:50
104187872,4,https://avcdn.av.by/advertbig/0001/8983/6071.jpg,2023-05-03 12:47:50
104187872,5,https://avcdn.av.by/advertbig/0001/8983/6076.jpg,2023-05-03 12:47:50
104187872,6,https://avcdn.av.by/advertbig/0001/8983/6081.jpg,2023-05-03 12:47:50
104187872,7,https://avcdn.av.by/advertbig/0001/8983/6086.jpg,2023-05-03 12:47:50
104324096,1,https://avcdn.av.by/advertbig/0001/9464/1035.jpg,2023-05-03 12:47:51
104324096,2,https://avcdn.av.by/advertbig/0001/9464/1045.jpg,2023-05-03 12:47:51
104324096,3,https://avcdn.av.by/advertbig/0001/9464/1055.jpg,2023-05-03 12:47:51
104324096,4,https://avcdn.av.by/advertbig/0001/9464/1065.jpg,2023-05-03 12:47:51
104324096,5,https://avcdn.av.by/advertbig/0001/9464/1075.jpg,2023-05-03 12:47:51
104324096,6,https://avcdn.av.by/advertbig/0001/9464/1085.jpg,2023-05-03 12:47:51
104324093,1,https://avcdn.av.by/advertbig/0001/9464/0690.jpg,2023-05-03 12:47:52
104324093,2,https://avcdn.av.by/advertbig/0001/9464/0710.jpg,2023-05-03 12:47:52
104324093,3,https://avcdn.av.by/advertbig/0001/9464/0730.jpg,2023-05-03 12:47:52
104324093,4,https://avcdn.av.by/advertbig/0001/9464/0740.jpg,2023-05-03 12:47:52
104324093,5,https://avcdn.av.by/advertbig/0001/9464/0745.jpg,2023-05-03 12:47:52
104324093,6,https://avcdn.av.by/advertbig/0001/9464/0755.jpg,2023-05-03 12:47:52
104187874,1,https://avcdn.av.by/advertbig/0001/8983/6176.jpg,2023-05-03 12:47:52
104187874,2,https://avcdn.av.by/advertbig/0001/8983/6186.jpg,2023-05-03 12:47:52
104187874,3,https://avcdn.av.by/advertbig/0001/8983/6191.jpg,2023-05-03 12:47:52
104187874,4,https://avcdn.av.by/advertbig/0001/8983/6206.jpg,2023-05-03 12:47:52
104187874,5,https://avcdn.av.by/advertbig/0001/8983/6241.jpg,2023-05-03 12:47:52
104187874,6,https://avcdn.av.by/advertbig/0001/8983/6271.jpg,2023-05-03 12:47:52
104187874,7,https://avcdn.av.by/advertbig/0001/8983/6276.jpg,2023-05-03 12:47:52
104324135,1,https://avcdn.av.by/advertbig/0001/9464/3647.jpg,2023-05-03 12:47:53
104324135,2,https://avcdn.av.by/advertbig/0001/9464/3652.jpg,2023-05-03 12:47:53
104324135,3,https://avcdn.av.by/advertbig/0001/9464/3657.jpg,2023-05-03 12:47:53
104324135,4,https://avcdn.av.by/advertbig/0001/9464/3662.jpg,2023-05-03 12:47:53
104324135,5,https://avcdn.av.by/advertbig/0001/9464/3667.jpg,2023-05-03 12:47:53
104324135,6,https://avcdn.av.by/advertbig/0001/9464/3672.jpg,2023-05-03 12:47:53
104324135,7,https://avcdn.av.by/advertbig/0001/9464/3707.jpg,2023-05-03 12:47:53
104339543,1,https://avcdn.av.by/advertbig/0001/9505/0665.jpg,2023-05-03 12:47:54
104339543,2,https://avcdn.av.by/advertbig/0001/9505/0670.jpg,2023-05-03 12:47:54
104339543,3,https://avcdn.av.by/advertbig/0001/9505/0675.jpg,2023-05-03 12:47:54
104339543,4,https://avcdn.av.by/advertbig/0001/9505/0695.jpg,2023-05-03 12:47:54
104339540,1,https://avcdn.av.by/advertbig/0001/9505/0265.jpg,2023-05-03 12:47:54
104339540,2,https://avcdn.av.by/advertbig/0001/9505/0300.jpg,2023-05-03 12:47:54
104339540,3,https://avcdn.av.by/advertbig/0001/9505/0335.jpg,2023-05-03 12:47:54
104339540,4,https://avcdn.av.by/advertbig/0001/9505/0340.jpg,2023-05-03 12:47:54
104339540,5,https://avcdn.av.by/advertbig/0001/9505/0345.jpg,2023-05-03 12:47:54
104339540,6,https://avcdn.av.by/advertbig/0001/9505/0350.jpg,2023-05-03 12:47:54
104339533,1,https://avcdn.av.by/advertbig/0001/9504/9900.jpg,2023-05-03 12:47:55
104339533,2,https://avcdn.av.by/advertbig/0001/9504/9910.jpg,2023-05-03 12:47:55
104339533,3,https://avcdn.av.by/advertbig/0001/9504/9915.jpg,2023-05-03 12:47:55
104339533,4,https://avcdn.av.by/advertbig/0001/9504/9920.jpg,2023-05-03 12:47:55
104339533,5,https://avcdn.av.by/advertbig/0001/9504/9925.jpg,2023-05-03 12:47:55
104339533,6,https://avcdn.av.by/advertbig/0001/9504/9930.jpg,2023-05-03 12:47:55
104324219,1,https://avcdn.av.by/advertbig/0001/9465/0847.jpg,2023-05-03 12:47:55
104324219,2,https://avcdn.av.by/advertbig/0001/9465/0857.jpg,2023-05-03 12:47:55
104324219,3,https://avcdn.av.by/advertbig/0001/9465/0867.jpg,2023-05-03 12:47:55
104324219,4,https://avcdn.av.by/advertbig/0001/9465/0882.jpg,2023-05-03 12:47:55
104324219,5,https://avcdn.av.by/advertbig/0001/9465/0892.jpg,2023-05-03 12:47:55
104324219,6,https://avcdn.av.by/advertbig/0001/9465/0927.jpg,2023-05-03 12:47:55
104324219,7,https://avcdn.av.by/advertbig/0001/9465/0932.jpg,2023-05-03 12:47:55
104324101,1,https://avcdn.av.by/advertbig/0001/9464/1230.jpg,2023-05-03 12:47:56
104324101,2,https://avcdn.av.by/advertbig/0001/9464/1235.jpg,2023-05-03 12:47:56
104324101,3,https://avcdn.av.by/advertbig/0001/9464/1245.jpg,2023-05-03 12:47:56
104324101,4,https://avcdn.av.by/advertbig/0001/9464/1250.jpg,2023-05-03 12:47:56
104339546,1,https://avcdn.av.by/advertbig/0001/9505/0790.jpg,2023-05-03 12:47:57
104339546,2,https://avcdn.av.by/advertbig/0001/9505/0795.jpg,2023-05-03 12:47:57
104339546,3,https://avcdn.av.by/advertbig/0001/9505/0805.jpg,2023-05-03 12:47:57
104339546,4,https://avcdn.av.by/advertbig/0001/9505/0810.jpg,2023-05-03 12:47:57
