card_id,title,price_primary,price_history,location,labels,description,vehicle_history,comment,scrap_date,source_id,dl_loaded_date
NL218670,2023 Hyundai Venue Limited,"$22,800","2/14/23: $25,000 | 2/22/23: $24,800 | 3/02/23: $24,700 | 3/11/23: $24,500 | 3/20/23: $24,300 | 3/25/23: $23,200 | 4/03/23: $23,100 | 4/11/23: $23,000 | 4/20/23: $22,900 | 4/28/23: $22,800","801 York Rd Towson, MD 21204",Fair Deal|Home Delivery|Virtual Appointments|VIN: KMHRC8A39PU218670,"2023, IVT, 1.6L I4 16V MPFI DOHC, Gasoline, 1 206 mi. | suv, Front-wheel Drive, Scarlet Red Pearl",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: No,"HYUNDAI CERTIFIED POWERTRAIN WARRANTY HEATED SEATS NAVIGATION APPLE CARPLAY/ANDROID AUTO BLIND SPOT SENSORS BACKUP CAMERA BLUETOOTH Your additional costs are sales tax, tag and title fees for the state in which the vehicle will be registered, any dealer-installed options (if applicabl|…|e) and a $500 dealer processing fee (not required by law). Prices are subject to change, and prior sales are excluded from these offers. While every reasonable effort is made to ensure the accuracy of this information, we are not responsible for any errors or omissions contained on these pages. Please verify any information in question with the dealer. Option Group 01, REMOTE KEYLESS ENTRY, 4-Wheel Disc Brakes, 6 Speakers, 6.483 Axle Ratio, 6.5J x 17 Alloy Wheels, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cloth & Leatherette Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system, First Aid Kit, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated door mirrors, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Leather Shift Knob, Leather steering wheel, Low tire pressure warning, Navigation System, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio: AM/FM/HD/SiriusXM w/Navigation System, Rear window defroster, Rear window wiper, Roof rack: rails only, Security system, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Til",2023-05-01T08:05:50.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
U93972L,2023 Hyundai Sonata SE,"$21,987","3/16/23: $22,487 | 3/26/23: $22,356 | 4/08/23: $21,987","193 Sunrise Hwy West Islip, NY 11795",Good Deal | $803 under|CPO Warrantied|Virtual Appointments|VIN: KMHL24JA7PA249174|Included warranty,"2023, 8-Speed Automatic with SHIFTRONIC, 2.5L I4 16V PDI DOHC, Gasoline, 3 424 mi. | sedan, Front-wheel Drive, Onyx Black",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: No,"Black Cloth. Certified. FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 28/38 City/Highway MPG Onyx Black 2023 Hyundai Sonata SE Hyundai Certified Pre-Owned Details:  Roadside Assistance  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Incl|…|udes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  173+ Point Inspection  Vehicle History  Warranty Deductible: $50  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date The Internet Price is reflective after $1,995 down. Price subject to change Subject to primary lenders approval. All prices exclude tax, title, dealer fees of $695, tags, license & DMV. Must finance through the dealer when applicable & take same day delivery. Vehicles are sold cosmetically as is. Not all cars are certified where as many do pass the certification process and the customer does reserve the right to certify a car that passes or add an optional extended service agreement.",2023-05-01T08:05:07.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
TPU038007,2023 Hyundai Elantra HEV Blue,"$23,999","","2405 Richmond Ave Houston, TX 77098",Hot Car|Home Delivery|Virtual Appointments|VIN: KMHLM4AJ6PU038007,"2023, Automatic, 1.6L I4 16V GDI DOHC Hybrid, Hybrid, 4 102 mi. | sedan, Front-wheel Drive, Intense Blue",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"This 2023 Hyundai Elantra Hybrid comes well-equipped with CARGO PACKAGE, Blind Spot Monitor, Lane Departure Warning, Front Collision Mitigation, Back-Up Camera, Heated Front Seat(s), Bluetooth Connection, Smart Device Integration, Auxiliary Audio Input, Remote Trunk Release, Remote Engine Start, Mul|…|ti-Zone A/C, Hands-Free Liftgate, Keyless Start, Steering Wheel Audio Controls, Keyless Entry, and much more. This is a One Owner Clean Carfax vehicle.Momentum Volkswagen has been serving Houston and the surrounding communities for the last 51 years. In an effort to better serve our customers, we have expanded our VW Pre-owned showroom to showcase our inventory. We feature the largest Volkswagen Certified Pre-Owned inventory in the city of Houston. Certified technicians will carefully perform all repairs in order to give our customers the best possible product and peace of mind. We are proud to share that we have won the Wolfsburg Crest Award 5 times throughout the past 7 years, given by Volkswagen of America, Inc., honors those Volkswagen dealers that have met the highest Volkswagen standards in both service and sales. Membership in the Wolfsburg Crest Award demonstrates that we as a dealership have met the highest standards for customer satisfaction, parts sales, new vehicle sales, certified pre-owned sales, and service excellence. Service is our first priority so we welcome you to join us for a cup of coffee or tea, browse the internet, and relax in our newly remodified facility. We have a boutique full of gift ideas and a showroom full of a variety of SUVs, sedans, and coupes. Please verify any information in question with Momentum Volkswagen located at 2405 Richmond Ave, Houston, TX 77098, or give us a call at (844) 894-5462",2023-05-01T08:02:10.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
X6634,2023 Hyundai Elantra SEL,"$19,994","3/03/23: $25,015 | 3/08/23: $23,168 | 3/25/23: $22,994 | 4/10/23: $23,459 | 4/30/23: $19,994","771 S Randall Rd Algonquin, IL 60102",Good Deal | $182 under|Home Delivery|Virtual Appointments|VIN: KMHLS4AG4PU386981,"2023, IVT, 2.0L I4 16V MPFI DOHC, Gasoline, 17 057 mi. | sedan, Front-wheel Drive, Phantom Black",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,"Phantom Black 2023 Hyundai Elantra SEL FWD IVT I4 Elantra SEL, 4D Sedan, I4, Phantom Black, Black Cloth, 2nd Row USB Charge Port, Apple CarPlay & Android Auto, Brake assist, Electronic Parking Brake, Exterior Parking Camera Rear, Forward Collision Avoidance Assist, Full 10.25 LCD TFT Cluster, Heated|…|Front Seats, Heated Outside Mirrors, Leather-Wrapped Steering Wheel, LED Interior Lights, Option Group 02, Radio: AM/FM/HD/SiriusXM Audio System, Remote keyless entry, Smart Cruise Control w/Stop & Go, Wheels: 17 x 7.0J Machine Finish Alloy, Wireless Charging Pad. 30/40 City/Highway MPG Hyundai Certified Pre-Owned Details:  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  173+ Point Inspection  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Roadside Assistance  Vehicle History  Warranty Deductible: $50  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription",2023-05-01T08:00:30.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
MPL0660,2023 Mazda Mazda3 FWD w/Preferred Package,"$27,987","","3728 Pottsville Pike Reading, PA 19605",Good Deal|Hot Car|Home Delivery|Virtual Appointments|VIN: JM1BPALM3P1600900,"2023, 6-Speed Automatic, 2.5L I4 16V, Gasoline, 4 331 mi. | hatchback, Front-wheel Drive, Platinum Quartz Metallic",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,"2023 Mazda Mazda3 2.5 S Preferred Package Platinum Quartz Metallic FWD I4Mazda Certified, Non-Smoker, Bluetooth, Full Balance of Factory Warranty, Apple Car Play, Blind Spot Monitor, Low Miles, Back-up Camera, Android Carplay, Push Button Start, 4-Wheel Disc Brakes, 8 Speakers, Air Conditioning, All|…|oy wheels, AM/FM radio, AppLink/Apple CarPlay and Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Compass, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system: Mazda Connected Services (3-year trial subscription included), Exterior Parking Camera Rear, First Aid Kit, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front reading lights, Front wheel independent suspension, Fully automatic headlights, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Knee airbag, Lane Keep Assist!!, Leatherette Seat Trim, Low tire pressure warning, MAZDA CONNECT Infotainment System, Memory seat, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power driver seat, Power moonroof, Power steering, Power windows, Radio data system, Radio: AM/FM/HD Audio System, Rain sensing wipers, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Speed control, Speed-sensing steering, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Wheel Locks, Wheels: 18 x 7J Aluminum Alloy.Certified. Mazda Certified Pre-Owned Details: Limited Warranty: 12 Month/12,000 Mile (whichever comes first) after new car warranty expires or fro",2023-05-01T08:05:55.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
035400,2023 Kia Sportage LX,"$26,990","3/08/23: $27,990 | 4/28/23: $26,990","190 Rhine Ave St. Island, NY 10304",Fair Deal|VIN: KNDPU3AF1P7035400,"2023, 8-Speed Automatic, 2.5L I4 16V PDI DOHC, Gasoline, 15 859 mi. | suv, Front-wheel Drive, Gray",Accidents or damage: At least 1 accident or damage reported | Clean title: Yes | 1-owner vehicle: Yes | Personal use only: No,"REAL PRICE! WE DON'T CHARGE ANY DEALERS FEE OR OTHER FEES!! WE DO DMV NEW YORK PLATES AND REGISTRATION ON SPOT. NO NEED TO GO to DMV! CLEAN TITLE! CLEAN IN & OUT! HIGHWAY mls! ON LOT FINANCING is available - UNEMPLOYMENT, BAD CREDIT / NO CREDIT people are WELCOME! 95% APPROVAL! Just need proof of|…|income and bank statements to get approved. TRADE-INS are WELCOME! If You have any questions, please call 718-448-1818 ........................................................................................................................................................................................ EXCLUSIVE 2 YEARS WARRANTY AVAILABLE - WHEN FINANCE WITH US!! CASH DEALS OR YOUR OWN FINANCING - WARRANTY LISTED ON BILL OF SALE ............................................................................................................................................................ REFUND POLICY: All deposits are refundable within 7 days. ................................................................................................................................................................ IMPORTANT NOTICE: DMV REGISTRATION FEE & % SALES TAX- ARE- NOT INCLUDED IN ADVERTISED PRICE  Listed price is guaranteed for cash deal only.  Guaranteed for cash deal only",2023-05-01T08:03:50.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
E1391,2023 Hyundai Sonata SEL,"$29,999","","4400 East Division Street Evansville, IN 47715",Good Deal|Hot Car|Home Delivery|Virtual Appointments|VIN: KMHL14JA9PA301181,"2023, 8-Speed Automatic, 2.5L I4 16V PDI DOHC, Gasoline, 3 505 mi. | sedan, Front-wheel Drive, Red",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,"Equipment: The installed navigation system will keep you on the right path. with XM/Sirus Satellite Radio you are no longer restricted by poor quality local radio stations while driving this model. Anywhere on the planet, you will have hundreds of digital stations to choose from. Protect the vehicle|…|from unwanted accidents with a cutting edge backup camera system. Bluetooth technology is built into the vehicle, keeping your hands on the steering wheel and your focus on the road. Our dealership has already run the CARFAX report and it is clean. A clean CARFAX is a great asset for resale value in the future. The satellite radio system in it gives you access to hundreds of nation-wide radio stations with a clear digital signal. This unit is front wheel drive. Maintaining a stable interior temperature in this 2023 Hyundai Sonata is easy with the climate control system. It has a L4, 2.5L high output engine. Packages: Convenience Package. Option Group 01. Cargo Package. Preferred Accessory Package. Option Group 02. Winter Weather Package. Carpeted Floor Mats. Cargo Tray. Rear Bumper Applique. Equipment listed is based on original vehicle build and subject to change. Please confirm the accuracy of the included equipment by calling the dealer prior to purchase.",2023-05-01T08:04:45.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23092,2023 Kia Forte GT,"$27,953","3/11/23: $28,953 | 4/26/23: $27,953","524 E Reelfoot Ave Union City, TN 38261",Good Deal|VIN: 3KPF44AC9PE525655,"2023, 6-Speed Manual, 1.6L I4 16V GDI DOHC Turbo, Gasoline, 1 261 mi. | sedan, Front-wheel Drive, Steel Gray",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"CARFAX One-Owner. Clean CARFAX. Steel Gray 2023 Kia Forte GT FWD 6-Speed Manual 1.6L 4-Cylinder Heated Front Sport Seats, Navigation System, Power moonroof, 18 Alloy Wheels, 4-Wheel Disc Brakes, 8 Speakers, ABS brakes, Air Conditioning, Alloy wheels, AM/FM radio: SiriusXM, Auto High-beam Headlights,|…|Automatic temperature control, Brake assist, Bumpers: body-color, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, Emergency communication system, Exterior Parking Camera Rear, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Front fog lights, Front reading lights, Front wheel independent suspension, Fully automatic headlights, harman/kardon Speakers, Heated door mirrors, Heated front seats, Illuminated entry, Leather Shift Knob, Low tire pressure warning, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Radio: Kia Connect w/harman/kardon Premium Audio, Rear air conditioning, Rear anti-roll bar, Rear reading lights, Rear seat center armrest, Rear window defroster, Remote keyless entry, Security system, Speed control, Split folding rear seat, Spoiler, Sport steering wheel, Steering wheel mounted audio controls, SynTex Seat Trim, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Turn signal indicator mirrors, Variably intermittent wipers, Heated Front Sport Seats, Navigation System, Power moonroof. Jerry Ward Autoplex in Union City, TN treats the needs of each individual customer with paramount concern. We know that you have high expectations, and as a car dealer we enjoy the challenge of meeting and exceeding those standards each and every time. Allow us to demonstrate our commitment to excellence! Odometer is 5044 miles below",2023-05-01T08:05:43.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
U766258,2023 Toyota Camry LE,"$29,000","2/15/23: $28,730 | 3/09/23: $28,574 | 3/18/23: $27,912 | 3/25/23: $29,900 | 3/31/23: $29,304 | 4/12/23: $29,500 | 4/20/23: $29,400 | 4/22/23: $29,000","1352 W Showroom Dr Fayetteville, AR 72704","Great Deal | $1,259 under|CPO Warrantied|Home Delivery|Virtual Appointments|VIN: 4T1C11AK0PU766258|Included warranty","2023, 8-Speed Automatic, 2.5L I4 16V PDI DOHC, Gasoline, 1 723 mi. | sedan, Front-wheel Drive, Ice",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"New Price! 2023 Toyota Camry LE 4D Sedan, FWD, Ice Cap, Macadamia w/Fabric Seat Trim, 6 Speakers, Alloy wheels, AM/FM radio: SiriusXM, Apple CarPlay/Android Auto, Exterior Parking Camera Rear. CARFAX One-Owner. Clean CARFAX. Odometer is 3700 miles below market average! Priced below KBB Fair Purchase|…|Price! Toyota Certified Used Vehicles Details:  Limited Warranty: 12 Month/12,000 Mile (whichever comes first) from TCUV purchase date  Roadside Assistance  Vehicle History  160 Point Inspection  Limited Comprehensive Warranty: 12 Month/12,000 Mile (whichever comes first) from certified purchase date. Roadside Assistance for 7 Year / 100,000 Mile  Powertrain Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from TCUV purchase date  Warranty Deductible: $0  Transferable Warranty Thank you for choosing Toyota of Fayetteville, located inside Fayetteville AutoPark! A 9-time Toyota Presidents Award winner, we are ready to assist you in all of your automotive needs! Our award-winning dealership features New Toyotas, Pre-Owned Used vehicles, Certified Pre-Owned Toyotas, Certified Service and Parts, plus a state-of-the-art Collision Center! Call or email our Internet Department to schedule your test drive today! We are located on I-49 at exit 67A in Fayetteville Arkansas!",2023-05-01T08:03:08.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
M382338U,2023 Hyundai Elantra Limited,"$26,459","12/22/22: $26,959 | 12/30/22: $26,459 | 1/17/23: $26,959 | 1/26/23: $26,459 | 2/03/23: $26,959 | 2/10/23: $25,959 | 2/19/23: $27,959 | 2/28/23: $27,459 | 3/09/23: $27,959 | 3/17/23: $27,459 | 3/28/23: $26,959 | 4/05/23: $26,459 | 4/13/23: $26,259 | 4/20/23: $26,959 | 4/28/23: $26,459","90-100 Rt 1 North Avenel, NJ 07001","Great Deal | $1,854 under|Home Delivery|Virtual Appointments|VIN: KMHLP4AG1PU382338","2023, IVT, 2.0L I4 16V MPFI DOHC, Gasoline, 2 369 mi. | sedan, Front-wheel Drive, Phantom Black",Accidents or damage: None reported | Clean title: Yes | 1-owner vehicle: No | Personal use only: Yes,"2023 Hyundai Elantra Limited CARFAX One-Owner. Clean CARFAX. Certified. Phantom Black FWD HYUNDAI CERTIFIED, ONE OWNER, CLEAN CAR FAX, FRESH DETAIL, CELEBRATING OVER 60 YEARS IN BUSINESS. Encompassing 60 acres, Route 1 Automall is one of the largest of its kind anywhere and features amenit|…|ies like complimentary shuttle service and many more extras exclusive to our customers. Visit Sansone Auto today, proudly serving the Staten Island, NY; and Woodbridge, Union, and Elizabeth, NJ areas! NO ONE BEATS A SANSONE DEAL...NO ONE!!! YOU ASKED FOR IT OUR SERVICE DEPARTMENT IS OPEN 6 DAYS A WEEK !",2023-05-01T08:02:03.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
22192CK,2023 Kia Rio LX,"$18,499","4/23/23: $19,999 | 4/30/23: $18,499","3414 Brookpark Rd Cleveland, OH 44134",Good Deal|CPO Warrantied|Home Delivery|Virtual Appointments|VIN: 3KPA24AD1PE553930|Included warranty,"2023, Automatic CVT, 1.6L I4 16V MPFI DOHC, Gasoline, 434 mi. | sedan, Front-wheel Drive, Aurora Black",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Come see why Spitzer has been in business for over 100 years!  Plus, we give free car washes for life to our customers.",2023-05-01T08:00:42.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
5U00723,2023 Mitsubishi Mirage SE,"$18,429","3/23/23: $18,899 | 3/31/23: $18,799 | 4/26/23: $18,429","1234 Long Run Rd White Oak, PA 15131",Good Deal|Home Delivery|Virtual Appointments|VIN: ML32AWHJXPH003430,"2023, Automatic CVT, 1.2L I3 12V MPFI DOHC, Gasoline, 722 mi. | hatchback, Front-wheel Drive, Mystic Black Metallic",Accidents or damage: None reported | Clean title: Yes | 1-owner vehicle: Yes | Personal use only: Yes,"15 Alloy Wheels, ABS brakes, Alloy wheels, Android Auto & Apple CarPlay, Auto High-beam Headlights, Electronic Stability Control, Exterior Parking Camera Rear, Heated Front Bucket Seats, Heated front seats, Illuminated entry, Low tire pressure warning, Radio: 7.0 Smartphone-Link Display Audio (SDA),|…|Remote keyless entry, Steering wheel mounted audio controls, Traction control. Recent Arrival! CARFAX One-Owner. Clean CARFAX. 36/43 City/Highway MPG 2023 CVT Mitsubishi Mirage SE FWD PRICE INCLUDES $1,000 FINANCE REBATE. MORE ABOUT US We treat you like one of the family. Jim Shorkey Auto Group started back in 1974 as a small 3-car showroom and has now become one of the most recognized automotive names in Pittsburgh, North Huntingdon, Monroeville, and Western PA. We stock more, sell'em for less, and treat you better than anyone else around!",2023-05-01T08:00:49.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
C200224A,2023 Nissan Rogue S,"$26,500","3/24/23: $28,991 | 4/18/23: $27,000 | 4/20/23: $26,500","7447 Blanding Blvd Jacksonville, FL 32244","Good Deal | $1,436 under|Home Delivery|Virtual Appointments|VIN: 5N1BT3AB5PC692438","2023, Automatic CVT, 1.5L I3 12V GDI DOHC Turbo, Gasoline, 6 456 mi. | suv, All-wheel Drive, Gun Metallic",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Text JAX904 to 55678.....ASK ABOUT THE NISSAN OF ORANGE PARK ADVANTAGE ! 2023 Nissan Rogue S 17 Aluminum Alloy Wheels, 4 Speakers, 4-Wheel Disc Brakes, 5.604 Axle Ratio, ABS brakes, Air Conditioning, Alloy wheels, AM/FM Radio, AM/FM radio: SiriusXM, Auto High-beam Headlights, Black Splash Guards (Se|…|t of 4), Blind Spot Warning, Brake assist, Bumpers: body-color, Cloth Seat Trim, Delay-off headlights, Driver door bin, Driver vanity mirror, Dual front impact airbags, Dual front side impact airbags, Electronic Stability Control, First Aid Kit, Floor Mats w/1-Piece Cargo Area Protector, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front reading lights, Fully automatic headlights, Illuminated entry, Knee airbag, Low tire pressure warning, NissanConnect featuring Apple CarPlay and Android Auto, Occupant sensing airbag, Outside temperature display, Overhead airbag, Overhead console, Panic alarm, Passenger door bin, Passenger vanity mirror, Power door mirrors, Power steering, Power windows, Radio data system, Rear anti-roll bar, Rear Parking Sensors, Rear seat center armrest, Rear side impact airbag, Rear window defroster, Rear window wiper, Remote keyless entry, Speed control, Speed-Sensitive Wipers, Split folding rear seat, Spoiler, Steering wheel mounted audio controls, Tachometer, Telescoping steering wheel, Tilt steering wheel, Traction control, Trip computer, Variably intermittent wipers. Clean CARFAX. CARFAX One-Owner. Price is plus tax, tag, title, registration, any dealer-installed accessories and dealer-provided benefits, and a pre-delivery service fee of $1189, Private Tag Agency Fee of $189, and Electronic Registration Filing Fee of $199, which charges represent costs and profits to the dealer for items such as inspecting, cleaning, and adjusting vehicles and preparing documents related to the sale. New vehicle pricing excludes the $2,995 Nissan Of Orange Park Advantage Plan. Pre-owned vehicle pricing exclude",2023-05-01T08:05:19.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
464171,2023 Hyundai Sonata SEL,"$28,995","4/06/23: $30,426 | 4/12/23: $30,250 | 4/17/23: $30,114 | 4/21/23: $29,932 | 4/27/23: $29,115 | 4/29/23: $28,995","1300 E College St Lake Charles, LA 70605",Good Deal | $185 under|VIN: KMHL64JA4PA294271,"2023, 8-Speed Automatic with SHIFTRONIC, 2.5L I4, Gasoline, 1 980 mi. | sedan, Front-wheel Drive, Hampton Gray",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"CARFAX One-Owner. Clean CARFAX. Black Cloth, 4-Wheel Disc Brakes, ABS brakes, Air Conditioning, Alloy wheels, Apple CarPlay & Android Auto, Auto High-beam Headlights, Automatic temperature control, Brake assist, Bumpers: body-color, Cargo Tray, Delay-off headlights, Dual front impact airbags, Dual f|…|ront side impact airbags, Electronic Stability Control, Emergency communication system: Blue Link Connected Car Service (3-year complimentary subscription), Exterior Parking Camera Rear, Four wheel independent suspension, Front anti-roll bar, Front Bucket Seats, Front Center Armrest, Front dual zone A/C, Fully automatic headlights, Heated door mirrors, Heated front seats, Knee airbag, Low tire pressure warning, Navigation System, Occupant sensing airbag, Option Group 01, Overhead airbag, Panic alarm, Passenger door bin, Power driver seat, Power steering, Power windows, Rear window defroster, Remote keyless entry, Security system, Speed-sensing steering, Speed-Sensitive Wipers, Split folding rear seat, Steering wheel mounted audio controls, Traction control, Trunk Cargo Net, Variably intermittent wipers. Certified. Hampton Gray 2023 Hyundai Sonata SEL FWD 8-Speed Automatic with SHIFTRONIC 2.5L I4 Odometer is 1972 miles below market average! 27/37 City/Highway MPG Hyundai Certified Pre-Owned Details:  173+ Point Inspection  Vehicle History  Roadside Assistance  Warranty Deductible: $50  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription",2023-05-01T08:02:08.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
SH230610N,2023 Mitsubishi Mirage Black Edition,"$19,157","4/20/23: $19,343 | 4/28/23: $19,157","3220 West Liberty Ave Pittsburgh, PA 15216","Great Deal | $1,128 under|Home Delivery|Virtual Appointments|VIN: ML32AWHJ7PH003563","2023, Automatic CVT, 1.2L I3 12V MPFI DOHC, Gasoline, 862 mi. | hatchback, Front-wheel Drive, Infrared Metallic",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: No,"Recent Arrival! Infrared Metallic w/Black Roof 2023 Mitsubishi Mirage Black Edition ABS brakes, Alloy wheels, Electronic Stability Control, Illuminated entry, Low tire pressure warning, Remote keyless entry, Traction control. Plus, with #1 Cochran's Market Based Pricing you can feel Confident that Y|…|ou are Receiving the Best Price and Value Available to You! #1 Cochran has been Providing the Tri-State Area with Excellent Sales and Service Experiences for 50 Years. STOP! Buy Today! Let YOUR #1 Cochran Experience Begin!",2023-05-01T08:00:47.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
S8965A,2023 Mitsubishi Outlander Sport ES,"$24,990","","377 Taunton Ave East Providence, RI 02914",Great Deal | $600 under|Home Delivery|Virtual Appointments|VIN: JA4ARUAU2PU000677,"2023, Automatic, 2.0L I4 16V MPFI DOHC, Gasoline, 1 134 mi. | suv, Four-wheel Drive, Alloy Silver Metallic",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"CARFAX 1-Owner, GREAT MILES 1,134! Bluetooth, iPod/MP3 Input, Alloy Wheels, 4x4, Back-Up Camera. ======KEY FEATURES INCLUDE: 4x4, Back-Up Camera, iPod/MP3 Input, Bluetooth, Aluminum Wheels Mitsubishi ES with Alloy Silver Metallic exterior and Black interior features a 4 Cylinder Engine with 148 HP a|…|t 6000 RPM. ======PURCHASE WITH CONFIDENCE: CARFAX 1-Owner ======VISIT US TODAY: Prestige Auto understands that there are good people out there that have had some bad luck along the way. We offer a full credit reestablishment program through our renowned Buy Here, Pay Here program, available on every in-stock vehicle. We also offer prime financing through our network of over 50 local and national lenders with interest rates as low as 1.99%. If you want to experience A Better Way to Buy a Car, visit us at one of our 3 locations or call Sales directly at 855-437-8615. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",2023-05-01T08:04:29.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
