card_id,title,price_primary,price_history,location,labels,description,vehicle_history,comment,scrap_date,source_id,dl_loaded_date
F00396,2023 Mitsubishi Mirage G4 ES,"$19,995","","1609 S Main St Laurinburg, NC 28352",Fair Deal|Home Delivery|VIN: ML32FUFJ7PHF00396,"2023, Automatic, 1.2L I3 12V MPFI DOHC, Gasoline, 5 713 mi. | sedan, Front-wheel Drive, Black",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"Scotland Motors has helped thousands of people find the perfect vehicle at the best price. Our professional staff is trained to help you with the entire process of buying a car! Offering the best in used vehicles since 1967! We service our cars right here for you! Have peace of mind buying your next|…|vehicle from Scotland Motors! Most of our vehicles have warranties available. Extended warranties are also available. Call Scotland Motors today to find out how you can qualify for a beautiful pre-owned vehicle at 1-866-695-6162 or 910-276-7250. Located 1 Hour from Florence and Fayetteville, 45 Minutes from Pinehurst and Lumberton, 30 Minutes from Rockingham and Southern Pines.",2023-05-01T08:01:15.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
11451,2023 Kia Seltos S,"$28,985","","3580 N Main St Gainesville, FL 32609",Good Deal|Home Delivery|Virtual Appointments|VIN: KNDEU2AA8P7438750,"2023, Automatic CVT, 2.0L I4 16V MPFI DOHC, Gasoline, 416 mi. | suv, Front-wheel Drive, Mars Orange",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"S Sport With Only 416 Miles!! Backup Camera, Blindspot Warning, Rear Crosstraffic Alert, Lane Departure System, Forward Collision Warning, Interior LED Lighting, Climate Control, 17in. Alloy Wheels, Remote Start, Keyless Start And Ignition, Android Auto, Apple CarPlay, Bluetooth, HD Radio, And Much|…|More! - Transparent pricing with no hidden fees. All vehicles inspected & serviced by our AAA certified service center. Delivery to your driveway: Simple, Safe, and Guaranteed! Non-commissioned, courteous staff. Industry's finest financial sources and extended service plans available. -",2023-05-01T08:03:21.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
PU428334,2023 Hyundai Elantra SEL,"$22,500","","3170 New Jersey 10 Denville, NJ 07834","Great Deal | $1,035 under|Home Delivery|Virtual Appointments|VIN: KMHLS4AG7PU428334","2023, IVT, 2.0L I4 16V MPFI DOHC, Gasoline, 6 342 mi. | sedan, Front-wheel Drive, Scarlet Red Pearl",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,"Clean CARFAX. Certified. Hyundai Details:  Powertrain Limited Warranty: 120 Month/100,000 Mile (whichever comes first) from original in-service date  Includes 10-year/Unlimited mileage Roadside Assistance with Rental Car and Trip Interruption Reimbursement; Please see dealers for specific vehicle|…|eligibility requirements. 10-Year/100,000 Mile Hybrid/EV Battery Warranty. 3 months Siru-iusXM trial subscription  Limited Warranty: 60 Month/60,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $50  173+ Point Inspection  Vehicle History  Roadside Assistance 30/40 City/Highway MPG FWD I4 Scarlet Red Pearl 2023 Hyundai Elantra SEL IVT",2023-05-01T08:05:05.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
P14556,2023 Nissan Rogue S,"$29,684","","9151 W. Bell Road Peoria, AZ 85382",Good Deal | $204 under|Hot Car|CPO Warrantied|VIN: 5N1BT3AAXPC752351|Included warranty,"2023, Automatic CVT, 1.5L I3 12V GDI DOHC Turbo, Gasoline, 5 503 mi. | suv, Front-wheel Drive, Caspian Blue",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"CARFAX One-Owner. Caspian Blue Metallic 2023 Nissan Rogue S 1.5L I3 Turbocharged DOHC 12V LEV3-ULEV50 201hp FWD Nissan Certified Details:  167 Point Inspection  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $100  Roadside Assi|…|stance  Vehicle History  Transferable Warranty  Plus 1 Year Pre-Paid Maintenance Included. We provide 145 point inspection on all our used vehicles. 0% Financing available on this vehicle It's our mission to faithfully serve our Phoenix-area friends and neighbors, including folks in Sun City, Surprise, Chandler, Avondale, Glendale, Scottsdale, Cave Creek, Mesa, Tempe, Flagstaff, Payson, and Prescott.",2023-05-01T08:03:29.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
T0382,2023 Hyundai Sonata SE,"$25,590","9/13/22: $26,240 | 9/14/22: $27,625 | 10/15/22: $26,625 | 12/10/22: $26,240 | 3/03/23: $25,740 | 3/24/23: $25,240 | 4/11/23: $25,997 | 4/26/23: $25,590","943 N 4th St Sunbury, PA 17801",Good Deal|VIN: KMHL24JA2PA254749,"2023, 8-Speed Automatic with SHIFTRONIC, 2.5L I4 16V PDI DOHC, Gasoline, 4 418 mi. | sedan, Front-wheel Drive, Onyx Black",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,"The Sunbury Motor Company will not be undersold on Pre-Owned vehicles.  We guarantee the pricing of all our used vehicles to be the Lowest Price within a 200 mile radius of a franchised dealership when comparing vehicles similar make, model, miles and condition.  We also carry several Certified Pre-Owned vehicles.  Call, email or chat today to experience what excellent service is all about.",2023-05-01T08:03:10.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
513546,2023 Honda Civic Sport,"$14,950","4/25/23: $11,950 | 4/29/23: $14,950","5700 NW 27th Ave Miami, FL 33142",Home Delivery|Virtual Appointments|VIN: 2HGFE2F58PH513546,"2023, Automatic CVT, 2.0L I4 16V GDI DOHC, Gasoline, 1 426 mi. | sedan, Front-wheel Drive, White",Accidents or damage: At least 1 accident or damage reported | 1-owner vehicle: Yes | Personal use only: Yes,"As -Is, Salvage title, Airbags Deployed, no trades, No financing, Call for more information, Located in Miami, FL",2023-05-01T08:01:00.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
HP1195,2023 Hyundai Tucson SEL,"$29,980","3/04/23: $30,423 | 3/15/23: $30,854 | 4/06/23: $31,595 | 4/11/23: $31,461 | 4/14/23: $31,343 | 4/18/23: $30,684 | 4/25/23: $29,996","3600 N 89th St Scottsdale, AZ 85251",Good Deal | $605 under|Home Delivery|VIN: 5NMJF3AE6PH182988,"2023, 8-Speed Automatic, 2.5L I4 16V PDI DOHC, Gasoline, 8 747 mi. | suv, Front-wheel Drive, Phantom Black Pearl",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,#usedhyundai #Scottsdale #preownedcars #certified #sell #trade #used,2023-05-01T08:06:49.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
3230358P,2023 Nissan Versa 1.6 SV,"$19,999","","770 Central Ave Albany, NY 12206","Great Deal | $1,527 under|Hot Car|CPO Warrantied|Home Delivery|Virtual Appointments|VIN: 3N1CN8EVXPL809314|Included warranty","2023, Automatic CVT, 1.6L I4 16V MPFI DOHC, Gasoline, 447 mi. | sedan, Front-wheel Drive, Brilliant Silver Metallic",Accidents or damage: At least 1 accident or damage reported | 1-owner vehicle: Yes | Personal use only: Yes,"NEW ARRIVAL, NISSAN CERTIFIED Brilliant Silver Metallic 2023 Nissan Versa 1.6 SV FWD CVT 1.6L 4-Cylinder DOHC 16V, Apply Carplay & Android Auto, Alloy Wheels, Blind Spot Detection, Rear Cross-Traffic Alert, Forward Emergency Breaking, Reverse Emergency Breaking, Lane Departu|…|re Warning, Back up Camera, Automatic Headlights, Bluetooth, Steering Wheel Audio Controls, Cruise Control, Color Touch Screen Display.WE ARE OPEN FOR BUSINESS BY APPOINTMENT!! 518-419-6265. Recent Arrival! 32/40 City/Highway MPGNissan Certified Details:  Roadside Assistance  Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date  Warranty Deductible: $100  Plus 1 Year Pre-Paid Maintenance Included.  167 Point Inspection  Vehicle History  Transferable WarrantyGive us a call today @ 1-518-438-8461 and speak to one of our knowledgeable Sales Representatives on our Internet Sales Team for more information or to schedule your test drive Today.",2023-05-01T08:00:55.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
Z22008464,2023 Kia Sportage SX-Prestige,"$13,650","","3244 Gardner Ave Kansas City, MO 64120",Home Delivery|Virtual Appointments|VIN: 5XYK5CAFXPG008464,"2023, Automatic, 2.5L I4 16V PDI DOHC, Gasoline, 2 010 mi. | suv, All-wheel Drive, Blue",Accidents or damage: At least 1 accident or damage reported | Clean title: No | 1-owner vehicle: Yes | Personal use only: Yes | Open recall: At least 1 open recall reported,Salvage Title - Due to Collision - For Sale AS-IS FOR MORE INFORMATION PLEASE FEEL FREE TO GIVE US A CALL AT 816-242-0103.,2023-05-01T08:01:06.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
23-009,2023 Kia Rio S,"$19,995","","1151 W Us Highway 30 Valparaiso, IN 46385",Good Deal|Home Delivery|Virtual Appointments|VIN: 3KPA24AD9PE526667,"2023, Manual, 1.6L I4 16V MPFI DOHC, Gasoline, 295 mi. | sedan, Front-wheel Drive, Silky Silver",Accidents or damage: None reported | Clean title: Yes | 1-owner vehicle: Yes | Personal use only: Yes,"",2023-05-01T08:00:28.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
KTSE514013,2023 Kia Rio S,"$19,983","","3626 Northlake Blvd Palm Beach Gardens, FL 33403",Great Deal | $780 under|Home Delivery|Virtual Appointments|VIN: 3KPA24AD1PE514013,"2023, Automatic CVT, 1.6L I4 16V MPFI DOHC, Gasoline, 8 362 mi. | sedan, Front-wheel Drive, Blue",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"2023 Kia Rio S Beautifully finished in Sporty Blue with Black Cloth interior. 1.6L 4-Cylinder 4D Sedan FWD CVT Black Cloth. CARFAX One-Owner. Clean CARFAX. Priced below KBB Fair Purchase Price! 32/41 City/Highway MPG Napleton's North Lake Kia proudly serving the following communities West Palm Beach|…|, Wellington, Boynton Beach, Delray, Royal Palm Beach, Ft. Pierce, Stuart, Jupiter, Pembroke Pines, Green Acres, Palm Springs & Palm Beach Gardens.",2023-05-01T08:01:37.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
L20237443,2023 Nissan Versa 1.6 S,"$19,944","","301 S West End Blvd Quakertown, PA 18951",CPO Warrantied|VIN: 3N1CN8DVXPL827443|Included warranty,"2023, Automatic CVT, 1.6L I4 16V MPFI DOHC, –, 7 mi. | sedan, Front-Wheel Drive, Gun Metallic",Accidents or damage: None reported | 1-owner vehicle: No | Personal use only: No,"Gun Metallic exterior and Charcoal interior, S trim. LOW MILES - 7! Back-Up Camera, iPod/MP3 Input, Bluetooth.KEY FEATURES INCLUDEBack-Up Camera, iPod/MP3 Input, Bluetooth Nissan S with Gun Metallic exterior and Charcoal interior features a 4 Cylinder Engine with 122 HP at 6000 RPM.MORE ABOUT USExp|…|erience the DifferenceHorsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",2023-05-01T08:01:12.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
T4669B,2023 Honda Civic Sport,"$29,500","","2126 Mayport Rd Jacksonville, FL 32233",Good Deal|Hot Car|VIN: 2HGFE2F53PH515169,"2023, Automatic, 2.0L I4 16V GDI DOHC, Gasoline, 3 801 mi. | sedan, Front-wheel Drive, Sonic Gray Pearl",Accidents or damage: None reported | 1-owner vehicle: Yes | Personal use only: Yes,"One Owner, Factory Warranty, 2.0L I4, Bluetooth, Hands-Free, 7 Color Touchscreen, Appple CarPlay, Android Auto, 18 Black Alloy Wheels, Distance Pacing, Traffic Jam Assist, Collision Mitigation Braking System, Forward Collision Warning, Lane Keeping Assistance, Lane Departure Warning, Low Tire Pressu|…|re Warning, Back-Up Camera Dont Trade It, Sell It! We need TRUCKS, CARS, and SUVs NOW! Get up to $3000 Over KBB Fair Trade Value in just minutes and WE PAY MORE! Easy, Convenient, and Fast with a Free Online Car Appraisal. Highest Rated Dealer In Florida with a Five Star Google Review Rating. WE ARE DRIVING HAPPINESS! CHANGING THE STEREOTYPE IN CAR BUYING! Autoline Preowned is a Family Owned and Operated Independent Dealer Since 2004. You can forget the stereotypical car buying experience and enjoy our no-pressure and laid-back atmosphere that will make buying your next vehicle a pleasure. Our number one goal is to make sure you leave happy whether you purchase a vehicle or not! Still Need More Reasons To Choose Autoline? - We have a 5 Star Google Review Rating (Highest Rated In Florida) - Voted #1 Best Place To Buy Your Next Car Ten Years In A Row! - We buy less than 3% of the 1000+ vehicles we research each week. - We outsell 98% of all new and used car dealerships in Florida. - We Buy Cars even if you don't buy one from us in 30 mins or less. To see more Autoline inventory, go to: www.AutolinePreowned.com This 2023 Honda Civic Sedan comes with a CARFAX Buyback Guarantee, which means you can buy with certainty. Why does this vehicle look so great? The CARFAX report shows it's only been owned by one owner. Why spend more money than you have to? This Honda Civic Sedan will h",2023-05-01T08:05:14.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
109427,2023 Chevrolet Camaro 1LT,"$15,950","","5700 NW 27th Ave Miami, FL 33142",Home Delivery|Virtual Appointments|VIN: 1G1FB3DX9P0109427,"2023, 10-Speed Automatic, 2.0L I4 16V GDI DOHC Turbo, Gasoline, 3 742 mi. | convertible, Rear-wheel Drive, Silver",Accidents or damage: At least 1 accident or damage reported | 1-owner vehicle: Yes | Personal use only: Yes,"As -Is, Salvage title, Airbags Deployed, no trades, No financing, Call for more information, Located in Miami, FL",2023-05-01T08:01:41.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
32784,2023 Subaru Crosstrek Limited,"$18,500","","1621 Pleasant Valley Rd Mt Pleasant, PA 15666",VIN: JF2GTHMC8P8223098,"2023, Automatic CVT, 2.5L H4 16V GDI DOHC, Gasoline, 2 000 mi. | suv, All-wheel Drive, Crystal White Pearl",Accidents or damage: At least 1 accident or damage reported | Clean title: No | 1-owner vehicle: Yes | Personal use only: Yes,"AC,Backup Camera,Blind Spot Assist,Cruise Control,Eye Sight,Good Airbags,Heated Front Seats,Heated Mirrors,Leather,Park Assist,Power Door Locks,Power Windows,Sunroof",2023-05-01T08:01:09.000Z,cars.com scrapper,2023-05-03T22:26:45.376Z
